county,week,flood_type,detected_pixel_days,mean_cloud_fraction,unique_grid_cells,detected_area_km2,year,month
Aweil East,2010-08-30,recurring,122,0.0,88,4.666130037238256,2010,8
Aweil East,2010-09-06,recurring,336,0.0,336,17.814696000359103,2010,9
Aweil East,2010-09-06,unusual,18,0.0,18,0.9542123578933428,2010,9
Aweil East,2010-09-13,recurring,137,0.0,69,3.6582158005671364,2010,9
Aweil East,2010-09-20,recurring,677,0.0,321,17.0187242132498,2010,9
Aweil East,2010-09-20,unusual,4,0.0,2,0.10603375313742555,2010,9
Aweil East,2010-09-27,recurring,2329,0.0,1063,56.36013434976756,2010,9
Aweil East,2010-09-27,unusual,212,0.0,191,10.126285068047288,2010,9
Aweil East,2010-10-04,recurring,881,0.0,640,33.9312354132843,2010,10
Aweil East,2010-10-04,unusual,100,0.0,95,5.0363858812238655,2010,10
Aweil East,2010-10-11,recurring,4227,0.0,1543,81.81028712404438,2010,10
Aweil East,2010-10-11,unusual,1890,0.0,1080,57.26135629401189,2010,10
Aweil East,2010-10-18,recurring,2059,0.0,1224,64.89689820388008,2010,10
Aweil East,2010-10-18,unusual,530,0.0,416,22.05609223392429,2010,10
Aweil East,2010-10-25,recurring,2768,0.0,1375,72.90331347238416,2010,10
Aweil East,2010-10-25,unusual,1215,0.0,1023,54.237705771191564,2010,10
Aweil East,2010-11-01,recurring,5170,0.0,1213,64.31423091721557,2010,11
Aweil East,2010-11-01,unusual,1903,0.0,994,52.70057690034941,2010,11
Aweil East,2010-11-08,recurring,4768,0.0,1305,69.19204708065075,2010,11
Aweil East,2010-11-08,unusual,2288,0.0,1351,71.62594138962751,2010,11
Aweil East,2010-11-15,recurring,2854,0.0,1176,62.351754722413624,2010,11
Aweil East,2010-11-15,unusual,1598,0.0,1204,63.83067587089837,2010,11
Aweil East,2010-11-22,recurring,1858,0.0,704,37.32504119363394,2010,11
Aweil East,2010-11-22,unusual,333,0.0,222,11.768093091654421,2010,11
Aweil East,2010-11-29,recurring,408,0.0,188,9.967456352095398,2010,11
Aweil East,2010-11-29,unusual,306,0.0,188,9.966585842670883,2010,11
Aweil East,2010-12-06,recurring,90,0.0,37,1.9615890427715228,2010,12
Aweil East,2010-12-06,unusual,45,0.0,41,2.173325726902775,2010,12
Aweil East,2010-12-13,recurring,21,0.0,13,0.689197920909039,2010,12
Aweil East,2010-12-13,unusual,17,0.0,9,0.47695254116791186,2010,12
Aweil East,2010-12-20,unusual,3,0.0,2,0.10598986356177183,2010,12
Aweil East,2010-12-27,unusual,5,0.0,4,0.2119800344722353,2010,12
Aweil East,2011-01-03,unusual,2,0.0,2,0.10599047825915511,2011,1
Aweil East,2011-01-10,unusual,3,0.0,2,0.10598986356177183,2011,1
Aweil East,2011-08-22,unusual,3,0.0,3,0.1590596889037526,2011,8
Aweil East,2011-09-12,recurring,5,0.0,5,0.26507318769475063,2011,9
Aweil East,2011-09-12,unusual,16,0.0,16,0.8481900288717623,2011,9
Aweil East,2011-09-19,recurring,1,0.0,1,0.05301596994182226,2011,9
Aweil East,2011-09-19,unusual,2,0.0,1,0.053016877129469224,2011,9
Aweil East,2011-09-26,recurring,378,0.0,277,14.685963401607738,2011,9
Aweil East,2011-09-26,unusual,221,0.0,206,10.921173828577304,2011,9
Aweil East,2011-10-03,recurring,199,0.0,198,10.497513155829399,2011,10
Aweil East,2011-10-03,unusual,68,0.0,68,3.6051172263845745,2011,10
Aweil East,2011-10-10,unusual,2,0.0,2,0.10603133499616062,2011,10
Aweil East,2011-10-17,recurring,84,0.0,72,3.816855854900266,2011,10
Aweil East,2011-10-17,unusual,35,0.0,31,1.6431643400640448,2011,10
Aweil East,2011-10-31,recurring,6,0.0,3,0.1589644617950033,2011,10
Aweil East,2011-10-31,unusual,5,0.0,3,0.15896384387416135,2011,10
Aweil East,2011-11-21,unusual,2,0.0,2,0.10605782203563788,2011,11
Aweil East,2011-11-28,recurring,1,0.0,1,0.05302771347898792,2011,11
Aweil East,2011-12-05,recurring,2,0.0,1,0.05302861232705702,2011,12
Aweil East,2011-12-05,unusual,23,0.0,15,0.7954186900261717,2011,12
Aweil East,2011-12-12,unusual,2,0.0,2,0.10605512711028763,2011,12
Aweil East,2011-12-19,recurring,1,0.0,1,0.05302861232705702,2011,12
Aweil East,2011-12-19,unusual,4,0.0,4,0.21211115313566148,2011,12
Aweil East,2012-08-13,unusual,1,0.0,1,0.05302771347898792,2012,8
Aweil East,2012-08-20,recurring,44,0.0,44,2.3326660610382075,2012,8
Aweil East,2012-08-27,unusual,4,0.0,4,0.21178614250163152,2012,8
Aweil East,2012-09-10,unusual,4,0.0,4,0.21195107050673323,2012,9
Aweil East,2012-09-17,recurring,337,0.0,307,16.278174488088073,2012,9
Aweil East,2012-09-17,unusual,45,0.0,43,2.279440772646727,2012,9
Aweil East,2012-09-24,recurring,694,0.0,334,17.709296822913995,2012,9
Aweil East,2012-09-24,unusual,103,0.0,53,2.809656628672533,2012,9
Aweil East,2012-10-01,recurring,703,0.0,447,23.699984274915717,2012,10
Aweil East,2012-10-01,unusual,120,0.0,104,5.512234441974633,2012,10
Aweil East,2012-10-08,recurring,727,0.0,624,33.08391099811643,2012,10
Aweil East,2012-10-08,unusual,148,0.0,148,7.844391388154626,2012,10
Aweil East,2012-10-15,recurring,304,0.0,265,14.049097588293586,2012,10
Aweil East,2012-10-15,unusual,71,0.0,67,3.5510320057709057,2012,10
Aweil East,2012-10-22,recurring,94,0.0,94,4.983325631605997,2012,10
Aweil East,2012-10-22,unusual,8,0.0,8,0.42404957903137996,2012,10
Aweil East,2012-10-29,recurring,117,0.0,117,6.201948728750267,2012,10
Aweil East,2012-10-29,unusual,64,0.0,63,3.338665124633141,2012,10
Aweil East,2012-11-05,recurring,28,0.0,20,1.0598900847002168,2012,11
Aweil East,2012-11-05,unusual,24,0.0,17,0.9008762110000342,2012,11
Aweil East,2012-11-12,unusual,7,0.0,5,0.2649830632114616,2012,11
Aweil East,2012-11-19,recurring,8,0.0,6,0.31793015865734764,2012,11
Aweil East,2012-11-19,unusual,6,0.0,5,0.26495882921747954,2012,11
Aweil East,2012-11-26,unusual,5,0.0,4,0.21203682545545632,2012,11
Aweil East,2012-12-03,recurring,1,0.0,1,0.05302861232705702,2012,12
Aweil East,2012-12-03,unusual,1,0.0,1,0.05303040840433818,2012,12
Aweil East,2012-12-17,unusual,4,0.0,4,0.2121108412263637,2012,12
Aweil East,2012-12-24,unusual,2,0.0,2,0.10606141482755936,2012,12
Aweil East,2012-12-31,unusual,1,0.0,1,0.05303070741377968,2012,12
Aweil East,2013-05-06,unusual,52,0.0,31,1.6439892886128062,2013,5
Aweil East,2013-08-12,unusual,41,0.0,41,2.173502196363925,2013,8
Aweil East,2013-08-19,recurring,33,0.0,23,1.2193602277679279,2013,8
Aweil East,2013-08-19,unusual,122,0.0,108,5.726114855106482,2013,8
Aweil East,2013-08-26,recurring,42,0.0,32,1.6964582091310139,2013,8
Aweil East,2013-08-26,unusual,275,0.0,188,9.967423317785752,2013,8
Aweil East,2013-09-02,recurring,337,0.0,199,10.551094914277614,2013,9
Aweil East,2013-09-02,unusual,65,0.0,44,2.3323447144202385,2013,9
Aweil East,2013-09-09,recurring,655,0.0,489,25.92738045533847,2013,9
Aweil East,2013-09-09,unusual,98,0.0,63,3.3399111579009557,2013,9
Aweil East,2013-09-16,recurring,2580,0.0,1308,69.34998903834611,2013,9
Aweil East,2013-09-16,unusual,466,0.0,433,22.95479829850977,2013,9
Aweil East,2013-09-23,recurring,1640,0.0,624,33.086571209614036,2013,9
Aweil East,2013-09-23,unusual,67,0.0,56,2.9688109604884363,2013,9
Aweil East,2013-09-30,recurring,2250,0.0,818,43.371750567337145,2013,9
Aweil East,2013-09-30,unusual,162,0.0,88,4.664993373584985,2013,9
Aweil East,2013-10-07,recurring,2225,0.0,1123,59.54342680457581,2013,10
Aweil East,2013-10-07,unusual,299,0.0,268,14.208419127249169,2013,10
Aweil East,2013-10-14,recurring,4145,0.0,1433,75.97769019299209,2013,10
Aweil East,2013-10-14,unusual,942,0.0,721,38.22539104437486,2013,10
Aweil East,2013-10-21,recurring,1345,0.0,510,27.040911867494998,2013,10
Aweil East,2013-10-21,unusual,89,0.0,45,2.3854796550345867,2013,10
Aweil East,2013-10-28,recurring,1370,0.0,551,29.213417911864912,2013,10
Aweil East,2013-10-28,unusual,196,0.0,134,7.103431533321196,2013,10
Aweil East,2013-11-04,recurring,65,0.0,49,2.597896234769215,2013,11
Aweil East,2013-11-11,recurring,3,0.0,3,0.15901671957282204,2013,11
Aweil East,2013-11-11,unusual,6,0.0,6,0.31767838953232064,2013,11
Aweil East,2013-11-18,recurring,5,0.0,3,0.15901793004532516,2013,11
Aweil East,2013-11-18,unusual,86,0.0,34,1.8020308837424606,2013,11
Aweil East,2013-11-25,recurring,1,0.0,1,0.052985990161680645,2013,11
Aweil East,2013-11-25,unusual,29,0.0,20,1.0598765443292055,2013,11
Aweil East,2013-12-02,unusual,28,0.0,20,1.0600870299739866,2013,12
Aweil East,2013-12-09,unusual,22,0.0,13,0.6890921308608959,2013,12
Aweil East,2013-12-16,unusual,20,0.0,9,0.47707790705065417,2013,12
Aweil East,2013-12-23,unusual,7,0.0,5,0.26504466730136816,2013,12
Aweil East,2013-12-30,unusual,7,0.0,7,0.371061743468831,2013,12
Aweil East,2014-01-06,unusual,2,0.0,2,0.1060176844874857,2014,1
Aweil East,2014-01-13,unusual,1,0.0,1,0.05300869014642983,2014,1
Aweil East,2014-02-03,unusual,2,0.0,1,0.05294868155569791,2014,2
Aweil East,2014-08-11,recurring,4,0.0,4,0.21206115637854084,2014,8
Aweil East,2014-08-18,recurring,48,0.0,27,1.4314133345582642,2014,8
Aweil East,2014-08-18,unusual,15,0.0,11,0.5831913876961818,2014,8
Aweil East,2014-08-25,recurring,68,0.0,24,1.2723633070689198,2014,8
Aweil East,2014-09-08,recurring,137,0.0,53,2.809829440051342,2014,9
Aweil East,2014-09-08,unusual,12,0.0,6,0.3180172047464355,2014,9
Aweil East,2014-09-15,recurring,1751,0.0,713,37.80389792360634,2014,9
Aweil East,2014-09-15,unusual,127,0.0,116,6.149280620429732,2014,9
Aweil East,2014-09-22,recurring,970,0.0,459,24.337385883125442,2014,9
Aweil East,2014-09-22,unusual,18,0.0,18,0.9542937973528048,2014,9
Aweil East,2014-09-29,recurring,1213,0.0,523,27.72944289203395,2014,9
Aweil East,2014-09-29,unusual,43,0.0,33,1.7493699410285182,2014,9
Aweil East,2014-10-06,recurring,2535,0.0,1232,65.3219262361403,2014,10
Aweil East,2014-10-06,unusual,430,0.0,335,17.759771459381387,2014,10
Aweil East,2014-10-13,recurring,3731,0.0,1739,92.20185748956393,2014,10
Aweil East,2014-10-13,unusual,1823,0.0,1757,93.14820371646364,2014,10
Aweil East,2014-10-20,recurring,2760,0.0,1374,72.84891079447338,2014,10
Aweil East,2014-10-20,unusual,603,0.0,554,29.370272430483304,2014,10
Aweil East,2014-10-27,recurring,1212,0.0,751,39.81732232039939,2014,10
Aweil East,2014-10-27,unusual,77,0.0,75,3.9761336007102734,2014,10
Aweil East,2014-11-03,recurring,2206,0.0,751,39.81681676242293,2014,11
Aweil East,2014-11-03,unusual,551,0.0,424,22.47811746667852,2014,11
Aweil East,2014-11-10,recurring,1258,0.0,531,28.152918519091703,2014,11
Aweil East,2014-11-10,unusual,79,0.0,62,3.2866206805827782,2014,11
Aweil East,2014-11-17,recurring,809,0.0,424,22.48023963893582,2014,11
Aweil East,2014-11-17,unusual,36,0.0,30,1.5900608000853087,2014,11
Aweil East,2014-11-24,recurring,862,0.0,328,17.390057533101533,2014,11
Aweil East,2014-11-24,unusual,89,0.0,66,3.4983406235708188,2014,11
Aweil East,2014-12-01,recurring,197,0.0,81,4.294545638703276,2014,12
Aweil East,2014-12-01,unusual,73,0.0,47,2.4908243645889256,2014,12
Aweil East,2014-12-08,recurring,8,0.0,8,0.42412079823349047,2014,12
Aweil East,2014-12-15,recurring,4,0.0,4,0.21205722083833825,2014,12
Aweil East,2014-12-15,unusual,1,0.0,1,0.05293110315115693,2014,12
Aweil East,2014-12-22,recurring,1,0.0,1,0.05301415381253096,2014,12
Aweil East,2014-12-29,unusual,5,0.0,2,0.10586798806864595,2014,12
Aweil East,2015-08-24,unusual,1,0.0,1,0.052986917810977946,2015,8
Aweil East,2015-09-14,recurring,139,0.0,87,4.612636983012655,2015,9
Aweil East,2015-09-14,unusual,145,0.0,106,5.620207042054202,2015,9
Aweil East,2015-09-21,recurring,89,0.0,70,3.7110758304284612,2015,9
Aweil East,2015-09-21,unusual,50,0.0,48,2.544824100038066,2015,9
Aweil East,2015-09-28,recurring,236,0.0,154,8.164293354045098,2015,9
Aweil East,2015-09-28,unusual,162,0.0,136,7.210171787569745,2015,9
Aweil East,2015-10-05,recurring,8,0.0,8,0.42415687903722377,2015,10
Aweil East,2015-11-09,recurring,74,0.0,73,3.870075718166028,2015,11
Aweil East,2015-11-09,unusual,155,0.0,150,7.954017547095493,2015,11
Aweil East,2015-11-16,recurring,54,0.0,52,2.7567913997700884,2015,11
Aweil East,2015-11-16,unusual,35,0.0,31,1.6436161667498528,2015,11
Aweil East,2015-11-23,recurring,109,0.0,71,3.7640848415296997,2015,11
Aweil East,2015-11-23,unusual,63,0.0,57,3.0220984099319446,2015,11
Aweil East,2015-11-30,recurring,55,0.0,55,2.915805223141181,2015,11
Aweil East,2015-11-30,unusual,34,0.0,34,1.8026638801143837,2015,11
Aweil East,2016-01-04,unusual,6,0.0,3,0.15883554815495296,2016,1
Aweil East,2016-07-11,recurring,15,0.0,15,0.7952298670278988,2016,7
Aweil East,2016-07-11,unusual,16,0.0,16,0.8482118988184496,2016,7
Aweil East,2016-07-25,recurring,30,0.0,30,1.5904557979581155,2016,7
Aweil East,2016-07-25,unusual,403,0.0,276,14.629199225360113,2016,7
Aweil East,2016-08-01,unusual,1,0.0,1,0.05299983996682081,2016,8
Aweil East,2016-08-08,unusual,1,0.0,1,0.05299983996682081,2016,8
Aweil East,2016-08-15,recurring,3,0.0,3,0.15903700548005986,2016,8
Aweil East,2016-08-22,recurring,493,0.0,252,13.360451186425813,2016,8
Aweil East,2016-08-22,unusual,271,0.0,188,9.965191429776835,2016,8
Aweil East,2016-08-29,recurring,73,0.0,40,2.1208436699788766,2016,8
Aweil East,2016-09-05,recurring,6,0.0,6,0.3180949123197077,2016,9
Aweil East,2016-09-12,recurring,34,0.0,26,1.3785972671374236,2016,9
Aweil East,2016-09-19,recurring,139,0.0,103,5.460887477094678,2016,9
Aweil East,2016-09-26,recurring,3,0.0,3,0.15904427539398874,2016,9
Aweil East,2016-10-10,recurring,2,0.0,2,0.10603193988364452,2016,10
Aweil East,2016-10-17,recurring,2,0.0,2,0.10603193988364452,2016,10
Aweil East,2016-10-24,recurring,3,0.0,3,0.15904760738172483,2016,10
Aweil East,2016-11-07,unusual,1,0.0,1,0.05301172838180079,2016,11
Aweil East,2016-12-05,unusual,4,0.0,4,0.21183682343410187,2016,12
Aweil East,2016-12-12,unusual,1,0.0,1,0.052947410281776235,2016,12
Aweil East,2017-09-25,recurring,42,0.0,42,2.2266416885296163,2017,9
Aweil East,2017-09-25,unusual,1,0.0,1,0.05301536484574957,2017,9
Aweil East,2017-10-02,recurring,34,0.0,34,1.802107973245536,2017,10
Aweil East,2017-10-02,unusual,54,0.0,54,2.8619460896527906,2017,10
Aweil East,2017-10-16,recurring,105,0.0,68,3.604728023061618,2017,10
Aweil East,2017-10-16,unusual,60,0.0,37,1.9609254123069602,2017,10
Aweil East,2017-10-30,recurring,18,0.0,11,0.5829586299468893,2017,10
Aweil East,2017-10-30,unusual,61,0.0,48,2.5438131289919648,2017,10
Aweil East,2017-11-06,recurring,19,0.0,15,0.7950472338256875,2017,11
Aweil East,2017-11-06,unusual,44,0.0,27,1.4312646932665776,2017,11
Aweil East,2017-11-13,unusual,7,0.0,7,0.37060321439714705,2017,11
Aweil East,2017-11-20,recurring,4,0.0,4,0.21203383208465718,2017,11
Aweil East,2017-11-20,unusual,17,0.0,12,0.6357063473564534,2017,11
Aweil East,2017-11-27,recurring,3,0.0,3,0.15908613654837866,2017,11
Aweil East,2017-11-27,unusual,21,0.0,19,1.0067870925641924,2017,11
Aweil East,2017-12-04,recurring,2,0.0,1,0.05302861232705702,2017,12
Aweil East,2017-12-04,unusual,52,0.0,43,2.2799170375891733,2017,12
Aweil East,2017-12-18,unusual,3,0.0,2,0.10606080966029122,2017,12
Aweil East,2017-12-25,unusual,1,0.0,1,0.05303339602899151,2017,12
Aweil East,2018-03-19,unusual,4,0.0,4,0.21210305419445777,2018,3
Aweil East,2018-05-28,unusual,1,0.0,1,0.052941994799602335,2018,5
Aweil East,2018-07-16,unusual,6,0.0,4,0.21208204838383127,2018,7
Aweil East,2018-07-30,recurring,3,0.0,3,0.15904367268259548,2018,7
Aweil East,2018-07-30,unusual,11,0.0,11,0.5831546134988836,2018,7
Aweil East,2018-08-06,recurring,100,0.0,100,5.301610123421138,2018,8
Aweil East,2018-08-06,unusual,239,0.0,234,12.408699311660007,2018,8
Aweil East,2018-08-13,recurring,124,0.0,114,6.043993220258888,2018,8
Aweil East,2018-08-13,unusual,416,0.0,289,15.325267974955882,2018,8
Aweil East,2018-08-27,recurring,18,0.0,18,0.9543360509623634,2018,8
Aweil East,2018-08-27,unusual,5,0.0,5,0.2649847916643162,2018,8
Aweil East,2018-09-10,recurring,327,0.0,161,8.536175569739802,2018,9
Aweil East,2018-09-10,unusual,18,0.0,13,0.6889845296875441,2018,9
Aweil East,2018-09-17,recurring,1298,0.0,545,28.89471658266814,2018,9
Aweil East,2018-09-17,unusual,160,0.0,95,5.03548321688658,2018,9
Aweil East,2018-09-24,recurring,1046,0.0,757,40.136903203609826,2018,9
Aweil East,2018-09-24,unusual,78,0.0,74,3.923190238089391,2018,9
Aweil East,2018-10-01,recurring,582,0.0,304,16.116859831743405,2018,10
Aweil East,2018-10-01,unusual,22,0.0,19,1.0071338697216583,2018,10
Aweil East,2018-10-08,recurring,169,0.0,160,8.483608872374097,2018,10
Aweil East,2018-10-08,unusual,10,0.0,8,0.4241877359343912,2018,10
Aweil East,2018-10-15,recurring,665,0.0,296,15.692853491449748,2018,10
Aweil East,2018-10-15,unusual,42,0.0,39,2.067142766683918,2018,10
Aweil East,2018-10-22,recurring,417,0.0,266,14.102138373371917,2018,10
Aweil East,2018-10-22,unusual,63,0.0,49,2.59686513673292,2018,10
Aweil East,2018-10-29,recurring,4,0.0,2,0.10602891321327633,2018,10
Aweil East,2018-11-05,recurring,41,0.0,41,2.1739569502692127,2018,11
Aweil East,2018-11-05,unusual,21,0.0,13,0.6887698528262919,2018,11
Aweil East,2018-11-12,unusual,5,0.0,3,0.15896415283458232,2018,11
Aweil East,2018-11-19,unusual,5,0.0,4,0.2118519441533358,2018,11
Aweil East,2018-11-26,unusual,15,0.0,15,0.7938330324157312,2018,11
Aweil East,2018-12-03,unusual,1,0.0,1,0.05292142567324145,2018,12
Aweil East,2018-12-10,unusual,33,0.0,20,1.0589017422389075,2018,12
Aweil East,2018-12-17,unusual,6,0.0,5,0.2647268684015048,2018,12
Aweil East,2019-06-03,unusual,49,0.0,38,2.0152257482388647,2019,6
Aweil East,2019-06-10,unusual,786,0.0,309,16.387004128860127,2019,6
Aweil East,2019-06-24,unusual,7,0.0,7,0.3712209305715853,2019,6
Aweil East,2019-07-15,unusual,20,0.0,15,0.7954550036492343,2019,7
Aweil East,2019-08-26,recurring,4,0.0,4,0.21213447875739905,2019,8
Aweil East,2019-08-26,unusual,14,0.0,14,0.7423156443336251,2019,8
Aweil East,2019-09-02,recurring,22,0.0,22,1.1661162314009241,2019,9
Aweil East,2019-09-02,unusual,13,0.0,13,0.689133654779164,2019,9
Aweil East,2019-09-09,recurring,366,0.0,315,16.703942751395523,2019,9
Aweil East,2019-09-09,unusual,116,0.0,115,6.098672698036949,2019,9
Aweil East,2019-09-16,recurring,6,0.0,3,0.15910555571498153,2019,9
Aweil East,2019-09-16,unusual,16,0.0,8,0.4242859508185414,2019,9
Aweil East,2019-09-23,recurring,1508,0.0,653,34.62438183990018,2019,9
Aweil East,2019-09-23,unusual,196,0.0,126,6.68152474340332,2019,9
Aweil East,2019-09-30,recurring,417,0.0,319,16.91397509543838,2019,9
Aweil East,2019-09-30,unusual,50,0.0,50,2.6512811995889782,2019,9
Aweil East,2019-10-07,unusual,3,0.0,3,0.1590034981230016,2019,10
Aweil East,2019-10-14,recurring,8,0.0,8,0.4241826582604016,2019,10
Aweil East,2019-10-21,recurring,117,0.0,117,6.202511195190861,2019,10
Aweil East,2019-10-21,unusual,190,0.0,190,10.067537136797641,2019,10
Aweil East,2019-10-28,recurring,11,0.0,11,0.5831138648265577,2019,10
Aweil East,2019-10-28,unusual,16,0.0,15,0.7941960332729315,2019,10
Aweil East,2019-11-04,recurring,132,0.0,76,4.029653188072654,2019,11
Aweil East,2019-11-04,unusual,94,0.0,52,2.753710877467012,2019,11
Aweil East,2019-11-11,recurring,113,0.0,73,3.870664021074272,2019,11
Aweil East,2019-11-11,unusual,22,0.0,16,0.8478502743116481,2019,11
Aweil East,2019-11-18,recurring,8,0.0,7,0.37114749633908073,2019,11
Aweil East,2019-11-18,unusual,5,0.0,3,0.15901343068074955,2019,11
Aweil East,2019-11-25,recurring,26,0.0,16,0.8480294777826971,2019,11
Aweil East,2019-11-25,unusual,18,0.0,11,0.5829274920488006,2019,11
Aweil East,2019-12-02,recurring,3,0.0,2,0.10599814844660435,2019,12
Aweil East,2019-12-02,unusual,26,0.0,18,0.9537621759197349,2019,12
Aweil East,2019-12-16,unusual,7,0.0,5,0.26512025583793536,2019,12
Aweil East,2019-12-23,unusual,23,0.0,13,0.6893284321778604,2019,12
Aweil East,2019-12-30,unusual,3,0.0,2,0.10597630786333553,2019,12
Aweil East,2020-01-06,unusual,2,0.0,2,0.1060629075517383,2020,1
Aweil East,2020-01-13,unusual,3,0.0,3,0.15909062103072624,2020,1
Aweil East,2020-05-04,unusual,3,0.0,3,0.158831966922668,2020,5
Aweil East,2020-08-31,unusual,6,0.0,3,0.1590494219692124,2020,8
Aweil East,2020-09-07,recurring,56,0.0,56,2.968784145869367,2020,9
Aweil East,2020-09-07,unusual,7,0.0,7,0.3711349388904861,2020,9
Aweil East,2020-09-14,recurring,119,0.0,83,4.400079227449059,2020,9
Aweil East,2020-09-14,unusual,19,0.0,18,0.9541484113280395,2020,9
Aweil East,2020-09-21,recurring,481,0.0,271,14.368328593154365,2020,9
Aweil East,2020-09-21,unusual,86,0.0,61,3.233758063150261,2020,9
Aweil East,2020-09-28,recurring,1032,0.0,654,34.67552454208368,2020,9
Aweil East,2020-09-28,unusual,454,0.0,435,23.061642158713198,2020,9
Aweil East,2020-10-05,recurring,2408,0.0,956,50.6883765180063,2020,10
Aweil East,2020-10-05,unusual,1117,0.0,928,49.20293423110528,2020,10
Aweil East,2020-10-12,recurring,2537,0.0,949,50.31596191567119,2020,10
Aweil East,2020-10-12,unusual,724,0.0,486,25.76501378875396,2020,10
Aweil East,2020-10-19,recurring,956,0.0,446,23.64654301734605,2020,10
Aweil East,2020-10-19,unusual,78,0.0,77,4.081955510218614,2020,10
Aweil East,2020-10-26,recurring,3332,0.0,887,47.027240356656066,2020,10
Aweil East,2020-10-26,unusual,769,0.0,367,19.45610506418227,2020,10
Aweil East,2020-11-02,recurring,4182,0.0,1065,56.46627934116269,2020,11
Aweil East,2020-11-02,unusual,2473,0.0,1422,75.39235324876753,2020,11
Aweil East,2020-11-09,recurring,5672,0.0,1341,71.10056019824708,2020,11
Aweil East,2020-11-09,unusual,6345,0.0,3627,192.30558802316708,2020,11
Aweil East,2020-11-16,recurring,4648,0.0,1096,58.10926284414809,2020,11
Aweil East,2020-11-16,unusual,2443,0.0,1156,61.28623167613768,2020,11
Aweil East,2020-11-23,recurring,2664,0.0,767,40.665009697500494,2020,11
Aweil East,2020-11-23,unusual,722,0.0,462,24.49222672570715,2020,11
Aweil East,2020-11-30,recurring,611,0.0,264,13.997050433452632,2020,11
Aweil East,2020-11-30,unusual,1002,0.0,397,21.047630886498553,2020,11
Aweil East,2020-12-07,recurring,17,0.0,13,0.689208174317424,2020,12
Aweil East,2020-12-07,unusual,63,0.0,48,2.5447655307482058,2020,12
Aweil East,2020-12-14,recurring,1,0.0,1,0.05302861232705702,2020,12
Aweil East,2020-12-14,unusual,7,0.0,7,0.3712089680871459,2020,12
Aweil East,2020-12-21,recurring,1,0.0,1,0.05302861232705702,2020,12
Aweil East,2020-12-21,unusual,27,0.0,22,1.1665642879946714,2020,12
Aweil East,2020-12-28,recurring,2,0.0,1,0.05302861232705702,2020,12
Aweil East,2020-12-28,unusual,97,0.0,61,3.2348007182809466,2020,12
Aweil East,2021-01-04,unusual,65,0.0,34,1.8030344691420215,2021,1
Aweil East,2021-01-11,unusual,8,0.0,5,0.2651484486084272,2021,1
Aweil East,2021-05-10,unusual,2,0.0,1,0.05292207278782882,2021,5
Aweil East,2021-06-28,recurring,18,0.0,9,0.4771388885660014,2021,6
Aweil East,2021-06-28,unusual,26,0.0,13,0.6892072723140195,2021,6
Aweil East,2021-07-12,unusual,1,0.0,1,0.05301959463045899,2021,7
Aweil East,2021-07-19,recurring,58,0.0,29,1.5374452765395534,2021,7
Aweil East,2021-07-19,unusual,172,0.0,82,4.347272191271904,2021,7
Aweil East,2021-07-26,unusual,25,0.0,25,1.325343127196073,2021,7
Aweil East,2021-08-02,recurring,963,0.0,356,18.874939358343173,2021,8
Aweil East,2021-08-02,unusual,590,0.0,257,13.62484570164155,2021,8
Aweil East,2021-08-09,recurring,88,0.0,46,2.438745614213504,2021,8
Aweil East,2021-08-09,unusual,19,0.0,9,0.4771173694773241,2021,8
Aweil East,2021-08-16,recurring,595,0.0,379,20.094698167317894,2021,8
Aweil East,2021-08-16,unusual,169,0.0,147,7.7929747864002445,2021,8
Aweil East,2021-08-23,recurring,2058,0.0,605,32.07851768930019,2021,8
Aweil East,2021-08-23,unusual,1341,0.0,705,37.3801769805148,2021,8
Aweil East,2021-09-06,recurring,266,0.0,166,8.80137131649795,2021,9
Aweil East,2021-09-20,recurring,910,0.0,872,46.2355891460083,2021,9
Aweil East,2021-09-20,unusual,453,0.0,421,22.32358752868073,2021,9
Aweil East,2021-09-27,recurring,2091,0.0,1049,55.62013377055941,2021,9
Aweil East,2021-09-27,unusual,1097,0.0,656,34.781100044398215,2021,9
Aweil East,2021-10-04,recurring,2811,0.0,1187,62.93778544073654,2021,10
Aweil East,2021-10-04,unusual,1976,0.0,1226,65.00768081389278,2021,10
Aweil East,2021-10-11,recurring,2301,0.0,905,47.985752225890614,2021,10
Aweil East,2021-10-11,unusual,1729,0.0,897,47.562129214128674,2021,10
Aweil East,2021-10-18,recurring,2640,0.0,880,46.66054080323974,2021,10
Aweil East,2021-10-18,unusual,1942,0.0,841,44.592523580757884,2021,10
Aweil East,2021-10-25,recurring,1927,0.0,1053,55.8329292522418,2021,10
Aweil East,2021-10-25,unusual,2547,0.0,1712,90.77461326175299,2021,10
Aweil East,2021-11-01,recurring,730,0.0,511,27.093694844736106,2021,11
Aweil East,2021-11-01,unusual,710,0.0,491,26.02997129686979,2021,11
Aweil East,2021-11-08,recurring,1075,0.0,334,17.708540706512732,2021,11
Aweil East,2021-11-08,unusual,1006,0.0,374,19.825902835457242,2021,11
Aweil East,2021-11-15,recurring,692,0.0,186,9.86149648703961,2021,11
Aweil East,2021-11-15,unusual,443,0.0,174,9.2233984635057,2021,11
Aweil East,2021-11-22,recurring,382,0.0,106,5.619789061062605,2021,11
Aweil East,2021-11-22,unusual,163,0.0,69,3.657250173751366,2021,11
