county,week,flood_type,detected_pixel_days,mean_cloud_fraction,unique_grid_cells,detected_area_km2,year,month
Aweil Centre,2021-09-27,recurring,11,0.0,9,0.4775788530882112,2021,9
Aweil Centre,2021-09-27,unusual,18,0.0,17,0.9021559898080239,2021,9
Aweil Centre,2021-10-04,recurring,143,0.0,54,2.86426220012129,2021,10
Aweil Centre,2021-10-04,unusual,236,0.0,104,5.516563635176795,2021,10
Aweil Centre,2021-10-11,recurring,21,0.0,10,0.5304942877923267,2021,10
Aweil Centre,2021-10-11,unusual,26,0.0,13,0.6896598291972282,2021,10
Aweil Centre,2021-10-18,recurring,23,0.0,10,0.5306634018874983,2021,10
Aweil Centre,2021-10-18,unusual,38,0.0,20,1.0612871007158071,2021,10
Aweil Centre,2021-10-25,recurring,2,0.0,2,0.10610683663952321,2021,10
Aweil Centre,2021-10-25,unusual,28,0.0,28,1.4854261629324519,2021,10
Aweil Centre,2021-11-01,recurring,7,0.0,6,0.31828335932281027,2021,11
Aweil Centre,2021-11-01,unusual,61,0.0,52,2.7584184363626907,2021,11
Aweil Centre,2021-11-08,recurring,14,0.0,5,0.2652377752870528,2021,11
Aweil Centre,2021-11-08,unusual,58,0.0,33,1.7505349086982256,2021,11
Aweil Centre,2021-11-15,recurring,1,0.0,1,0.05305411332761601,2021,11
Aweil Centre,2021-11-15,unusual,8,0.0,7,0.37132335983260756,2021,11
Aweil Centre,2021-11-22,unusual,1,0.0,1,0.053091676508877375,2021,11
Aweil Centre,2021-11-29,unusual,3,0.0,3,0.15927502932631807,2021,11
Aweil Centre,2021-12-06,unusual,2,0.0,1,0.053091676508877375,2021,12
Aweil Centre,2022-01-24,unusual,1,0.0,1,0.053091676508877375,2022,1
Aweil Centre,2022-08-22,recurring,3,0.0,3,0.15923728668717907,2022,8
Aweil Centre,2022-08-22,unusual,9,0.0,5,0.26538482531290947,2022,8
Aweil Centre,2022-08-29,recurring,12,0.0,6,0.31820216622468567,2022,8
Aweil Centre,2022-08-29,unusual,4,0.0,2,0.10610734589826644,2022,8
Aweil Centre,2022-09-05,recurring,8,0.0,8,0.42429176400325186,2022,9
Aweil Centre,2022-09-05,unusual,5,0.0,5,0.2653278036392184,2022,9
Aweil Centre,2022-09-12,recurring,62,0.0,25,1.326172176587716,2022,9
Aweil Centre,2022-09-12,unusual,48,0.0,22,1.1671266229758717,2022,9
Aweil Centre,2022-09-19,recurring,231,0.0,76,4.031119970059832,2022,9
Aweil Centre,2022-09-19,unusual,54,0.0,39,2.068758510320746,2022,9
Aweil Centre,2022-09-26,recurring,124,0.0,44,2.3338736950904675,2022,9
Aweil Centre,2022-09-26,unusual,50,0.0,29,1.5389169506907376,2022,9
Aweil Centre,2022-10-03,recurring,3,0.0,3,0.1592550649894142,2022,10
Aweil Centre,2022-10-03,unusual,11,0.0,11,0.5839471460454578,2022,10
Aweil Centre,2022-10-10,recurring,9,0.0,9,0.4773041444951202,2022,10
Aweil Centre,2022-10-10,unusual,1,0.0,1,0.053023810814008095,2022,10
Aweil Centre,2022-10-24,recurring,133,0.0,46,2.4397678383682857,2022,10
Aweil Centre,2022-10-24,unusual,71,0.0,43,2.2806476129147786,2022,10
Aweil Centre,2022-10-31,recurring,89,0.0,34,1.8034505616189396,2022,10
Aweil Centre,2022-10-31,unusual,21,0.0,11,0.5835704899347202,2022,10
Aweil Centre,2022-11-07,recurring,54,0.0,30,1.591286614601151,2022,11
Aweil Centre,2022-11-07,unusual,73,0.0,64,3.396552695181426,2022,11
Aweil Centre,2022-11-14,recurring,7,0.0,5,0.26536104305112057,2022,11
Aweil Centre,2022-11-14,unusual,15,0.0,12,0.6370402449107273,2022,11
Aweil Centre,2022-11-21,unusual,3,0.0,3,0.15926791234094406,2022,11
Aweil Centre,2023-05-29,unusual,7,0.0,7,0.37127367011317974,2023,5
Aweil Centre,2023-11-06,unusual,11,0.0,11,0.5836376988483539,2023,11
Aweil Centre,2023-11-13,unusual,2,0.0,2,0.10607840364652088,2023,11
Aweil Centre,2023-12-04,unusual,24,0.0,20,1.0621833763617674,2023,12
Aweil Centre,2024-01-01,unusual,9,0.0,6,0.31861479850099444,2024,1
Aweil Centre,2024-02-12,unusual,3,0.0,3,0.1592707476373702,2024,2
Aweil Centre,2024-09-02,recurring,93,0.0,48,2.5457350503192266,2024,9
Aweil Centre,2024-09-02,unusual,36,0.0,22,1.1668530219841866,2024,9
Aweil Centre,2024-09-09,recurring,2,0.0,2,0.10607096295318752,2024,9
Aweil Centre,2024-09-16,recurring,14,0.0,7,0.3711498160072683,2024,9
Aweil Centre,2024-09-16,unusual,22,0.0,16,0.8490542356404532,2024,9
Aweil Centre,2024-09-23,recurring,2,0.0,2,0.10616994800460174,2024,9
Aweil Centre,2024-09-23,unusual,1,0.0,1,0.053085403010503344,2024,9
Aweil Centre,2024-10-21,recurring,2,0.0,2,0.10615790364545964,2024,10
Aweil Centre,2024-10-21,unusual,19,0.0,10,0.5308190811530364,2024,10
Aweil Centre,2024-10-28,recurring,33,0.0,29,1.538152896185789,2024,10
Aweil Centre,2024-10-28,unusual,19,0.0,15,0.7956812696226406,2024,10
Aweil Centre,2024-11-04,recurring,15,0.0,6,0.31815898788894026,2024,11
Aweil Centre,2024-11-04,unusual,46,0.0,21,1.1134376290631214,2024,11
Aweil Centre,2024-11-11,recurring,2,0.0,1,0.05302200561973393,2024,11
Aweil Centre,2024-11-11,unusual,3,0.0,1,0.053017481524565625,2024,11
Aweil Centre,2024-11-25,unusual,1,0.0,1,0.05307794510404829,2024,11
Aweil Centre,2024-12-02,unusual,13,0.0,13,0.6903102504260482,2024,12
Aweil Centre,2024-12-16,unusual,1,0.0,1,0.05310636954105984,2024,12
Aweil Centre,2025-10-13,recurring,21,0.0,17,0.9019811785494265,2025,10
Aweil Centre,2025-10-13,unusual,134,0.0,122,6.473394972018927,2025,10
Aweil Centre,2025-10-20,recurring,36,0.0,27,1.4321312324691962,2025,10
Aweil Centre,2025-10-20,unusual,135,0.0,123,6.525454256406446,2025,10
Aweil Centre,2025-10-27,recurring,6,0.0,6,0.3182171551184706,2025,10
Aweil Centre,2025-10-27,unusual,8,0.0,8,0.42429642145805363,2025,10
Aweil Centre,2025-11-03,unusual,1,0.0,1,0.053037864387450624,2025,11
Aweil Centre,2025-11-10,unusual,4,0.0,2,0.10609114093150064,2025,11
Aweil Centre,2025-11-24,unusual,13,0.0,7,0.37159574410793095,2025,11
Aweil Centre,2025-12-01,unusual,1,0.0,1,0.053079383041719434,2025,12
Aweil Centre,2025-12-15,unusual,2,0.0,2,0.10621563895750234,2025,12
Aweil East,2000-10-30,recurring,28,0.0,14,0.7422111723705037,2000,10
Aweil East,2001-08-20,recurring,22,0.0,22,1.1663274308811755,2001,8
Aweil East,2001-08-20,unusual,6,0.0,6,0.3180706605409101,2001,8
Aweil East,2001-09-03,recurring,349,0.0,349,18.506020580999394,2001,9
Aweil East,2001-09-03,unusual,8,0.0,8,0.4242003180180913,2001,9
Aweil East,2001-10-01,recurring,509,0.0,417,22.112332058516486,2001,10
Aweil East,2001-10-01,unusual,18,0.0,17,0.9014403718776176,2001,10
Aweil East,2001-10-08,recurring,184,0.0,93,4.931175604512074,2001,10
Aweil East,2001-10-08,unusual,1,0.0,1,0.053010210140233265,2001,10
Aweil East,2001-10-15,recurring,10,0.0,5,0.26513166932554283,2001,10
Aweil East,2001-10-22,recurring,406,0.0,387,20.51958140573784,2001,10
Aweil East,2001-10-22,unusual,4,0.0,4,0.21205721992709364,2001,10
Aweil East,2001-10-29,recurring,166,0.0,104,5.514550665009144,2001,10
Aweil East,2001-10-29,unusual,4,0.0,4,0.2121029700714859,2001,10
Aweil East,2001-11-05,recurring,235,0.0,111,5.885890869820107,2001,11
Aweil East,2001-11-05,unusual,6,0.0,4,0.2121198384516439,2001,11
Aweil East,2001-11-12,recurring,150,0.0,114,6.044896296150898,2001,11
Aweil East,2001-11-12,unusual,3,0.0,3,0.15908972926386128,2001,11
Aweil East,2001-11-19,recurring,121,0.0,48,2.545184006778993,2001,11
Aweil East,2001-11-26,recurring,84,0.0,34,1.8029140194929643,2001,11
Aweil East,2001-12-03,recurring,4,0.0,2,0.1060340555811675,2001,12
Aweil East,2002-08-05,unusual,14,0.0,11,0.5830450127413808,2002,8
Aweil East,2002-08-12,recurring,59,0.0,59,3.127905610157103,2002,8
Aweil East,2002-08-12,unusual,123,0.0,101,5.353754361618451,2002,8
Aweil East,2002-08-19,recurring,38,0.0,23,1.2193485469021472,2002,8
Aweil East,2002-08-19,unusual,55,0.0,46,2.437994578852489,2002,8
Aweil East,2002-08-26,recurring,26,0.0,26,1.3783934305480767,2002,8
Aweil East,2002-08-26,unusual,30,0.0,30,1.5899269974773882,2002,8
Aweil East,2002-09-23,recurring,11,0.0,11,0.5831668942414294,2002,9
Aweil East,2002-09-30,recurring,21,0.0,16,0.8482415987086139,2002,9
Aweil East,2002-10-07,recurring,14,0.0,14,0.7420917000145059,2002,10
Aweil East,2002-10-07,unusual,6,0.0,6,0.317984328696851,2002,10
Aweil East,2002-11-04,unusual,2,0.0,1,0.05298320314798697,2002,11
Aweil East,2002-11-18,unusual,1,0.0,1,0.05298815393166777,2002,11
Aweil East,2003-01-27,unusual,1,0.0,1,0.05304024102458606,2003,1
Aweil East,2003-04-21,unusual,2,0.0,1,0.052917861466258154,2003,4
Aweil East,2003-05-12,unusual,5,0.0,5,0.2647844801220711,2003,5
Aweil East,2003-05-19,unusual,4,0.0,4,0.21178168086258237,2003,5
Aweil East,2003-06-02,unusual,16,0.0,16,0.8479582095076582,2003,6
Aweil East,2003-06-09,unusual,96,0.0,92,4.8784441226188475,2003,6
Aweil East,2003-06-16,unusual,614,0.0,330,17.50039227327519,2003,6
Aweil East,2003-06-23,unusual,958,0.0,347,18.399608294698652,2003,6
Aweil East,2003-06-30,unusual,120,0.0,90,4.772721350932273,2003,6
Aweil East,2003-07-07,unusual,16,0.0,16,0.8484919143099799,2003,7
Aweil East,2003-07-14,unusual,14,0.0,13,0.6893033630139671,2003,7
Aweil East,2003-07-21,recurring,33,0.0,33,1.7495031035270672,2003,7
Aweil East,2003-07-21,unusual,14,0.0,13,0.689268433654364,2003,7
Aweil East,2003-07-28,unusual,3,0.0,3,0.15908733467686625,2003,7
Aweil East,2003-08-04,recurring,50,0.0,21,1.1133208412874613,2003,8
Aweil East,2003-08-04,unusual,266,0.0,131,6.946967315322748,2003,8
Aweil East,2003-08-11,recurring,334,0.0,147,7.795032494457423,2003,8
Aweil East,2003-08-11,unusual,108,0.0,49,2.5984301438279664,2003,8
Aweil East,2003-08-18,recurring,548,0.0,336,17.816720428006935,2003,8
Aweil East,2003-08-18,unusual,261,0.0,204,10.816681905713551,2003,8
Aweil East,2003-08-25,recurring,40,0.0,40,2.121095010133818,2003,8
Aweil East,2003-08-25,unusual,14,0.0,12,0.6363328546576722,2003,8
Aweil East,2003-09-01,recurring,410,0.0,346,18.346738883483226,2003,9
Aweil East,2003-09-01,unusual,60,0.0,60,3.1813543271317695,2003,9
Aweil East,2003-09-08,recurring,1223,0.0,701,37.168646912882195,2003,9
Aweil East,2003-09-08,unusual,112,0.0,95,5.0374090822832045,2003,9
Aweil East,2003-09-15,recurring,2243,0.0,922,48.88603510190542,2003,9
Aweil East,2003-09-15,unusual,299,0.0,188,9.967783553994343,2003,9
Aweil East,2003-09-22,recurring,2380,0.0,712,37.75265520303546,2003,9
Aweil East,2003-09-22,unusual,320,0.0,192,10.181706096590482,2003,9
Aweil East,2003-09-29,recurring,1546,0.0,550,29.160937352231944,2003,9
Aweil East,2003-09-29,unusual,76,0.0,64,3.392945274081619,2003,9
Aweil East,2003-10-06,recurring,21,0.0,12,0.6361952598535476,2003,10
Aweil East,2003-10-13,recurring,1341,0.0,485,25.71580433622163,2003,10
Aweil East,2003-10-13,unusual,28,0.0,23,1.2194604608217685,2003,10
Aweil East,2003-10-20,recurring,2390,0.0,704,37.32724725258847,2003,10
Aweil East,2003-10-20,unusual,134,0.0,97,5.142826474986404,2003,10
Aweil East,2003-10-27,recurring,1699,0.0,568,30.11619258439803,2003,10
Aweil East,2003-10-27,unusual,88,0.0,60,3.1808084322360153,2003,10
Aweil East,2003-11-03,recurring,454,0.0,257,13.627325351267533,2003,11
Aweil East,2003-11-03,unusual,42,0.0,32,1.6962120017088986,2003,11
Aweil East,2003-11-10,recurring,1010,0.0,367,19.45896449661354,2003,11
Aweil East,2003-11-10,unusual,103,0.0,55,2.9158839573553093,2003,11
Aweil East,2003-11-17,recurring,615,0.0,265,14.050786726631534,2003,11
Aweil East,2003-11-17,unusual,64,0.0,39,2.0676561883958517,2003,11
Aweil East,2003-11-24,recurring,123,0.0,66,3.49907288613923,2003,11
Aweil East,2003-11-24,unusual,67,0.0,36,1.9083058819656071,2003,11
Aweil East,2003-12-01,recurring,19,0.0,17,0.901285631133678,2003,12
Aweil East,2003-12-01,unusual,79,0.0,47,2.4913194651105925,2003,12
Aweil East,2003-12-08,recurring,4,0.0,3,0.15905873657379777,2003,12
Aweil East,2003-12-08,unusual,65,0.0,34,1.8022983567654054,2003,12
Aweil East,2003-12-15,recurring,3,0.0,2,0.1060436744504274,2003,12
Aweil East,2003-12-15,unusual,44,0.0,27,1.431483862856685,2003,12
Aweil East,2003-12-22,unusual,1,0.0,1,0.05303100649015638,2003,12
Aweil East,2003-12-29,unusual,16,0.0,10,0.530309765063666,2003,12
Aweil East,2004-01-05,unusual,1,0.0,1,0.05303100649015638,2004,1
Aweil East,2004-01-12,unusual,3,0.0,3,0.15909272039409245,2004,1
Aweil East,2004-05-03,unusual,3,0.0,3,0.15882119432782782,2004,5
Aweil East,2004-08-16,unusual,36,0.0,22,1.1667287279852159,2004,8
Aweil East,2004-08-23,recurring,14,0.0,7,0.3712325781417704,2004,8
Aweil East,2004-08-23,unusual,210,0.0,105,5.568474014402327,2004,8
Aweil East,2004-08-30,recurring,13,0.0,13,0.6894344457773054,2004,8
Aweil East,2004-08-30,unusual,18,0.0,18,0.954558007093153,2004,8
Aweil East,2004-09-27,recurring,3,0.0,3,0.15905215643499995,2004,9
Aweil East,2004-09-27,unusual,3,0.0,3,0.15898785943844998,2004,9
Aweil East,2004-10-04,unusual,1,0.0,1,0.05299922744208715,2004,10
Aweil East,2004-10-18,recurring,1,0.0,1,0.052994931780885914,2004,10
Aweil East,2004-10-25,unusual,1,0.0,1,0.05299523912957756,2004,10
Aweil East,2004-11-01,unusual,1,0.0,1,0.052949316772695626,2004,11
Aweil East,2004-11-08,unusual,1,0.0,1,0.052999533669429735,2004,11
Aweil East,2004-12-20,unusual,5,0.0,3,0.1588301314069499,2004,12
Aweil East,2005-08-15,unusual,1,0.0,1,0.053036376642161424,2005,8
Aweil East,2005-08-22,recurring,6,0.0,6,0.3182048511900034,2005,8
Aweil East,2005-08-22,unusual,23,0.0,23,1.2195652999347406,2005,8
Aweil East,2005-08-29,recurring,101,0.0,76,4.029874434982201,2005,8
Aweil East,2005-08-29,unusual,28,0.0,24,1.2728426424755883,2005,8
Aweil East,2005-09-12,recurring,16,0.0,16,0.848450294105089,2005,9
Aweil East,2005-09-19,recurring,371,0.0,166,8.802702895803153,2005,9
Aweil East,2005-09-26,recurring,1193,0.0,397,21.050820381988068,2005,9
Aweil East,2005-09-26,unusual,15,0.0,15,0.7954733044618679,2005,9
Aweil East,2005-10-03,recurring,644,0.0,268,14.211748470230647,2005,10
Aweil East,2005-10-03,unusual,9,0.0,9,0.47731573618247747,2005,10
Aweil East,2005-10-10,recurring,1409,0.0,984,52.174754390564516,2005,10
Aweil East,2005-10-10,unusual,422,0.0,406,21.529162033207804,2005,10
Aweil East,2005-10-17,recurring,1548,0.0,455,24.126344314937118,2005,10
Aweil East,2005-10-17,unusual,6,0.0,4,0.2121032890578505,2005,10
Aweil East,2005-10-24,recurring,1505,0.0,802,42.52317705128239,2005,10
Aweil East,2005-10-24,unusual,160,0.0,134,7.103576839379158,2005,10
Aweil East,2005-10-31,recurring,625,0.0,373,19.775954561099397,2005,10
Aweil East,2005-10-31,unusual,287,0.0,215,11.395925958988267,2005,10
Aweil East,2005-11-07,recurring,133,0.0,78,4.1344819715737415,2005,11
Aweil East,2005-11-07,unusual,115,0.0,62,3.2855684291537615,2005,11
Aweil East,2005-11-14,recurring,21,0.0,17,0.9008744686126541,2005,11
Aweil East,2005-11-14,unusual,52,0.0,37,1.960587188794503,2005,11
Aweil East,2005-11-21,recurring,15,0.0,9,0.47689369357108796,2005,11
Aweil East,2005-11-21,unusual,44,0.0,32,1.6950346613321363,2005,11
Aweil East,2005-11-28,recurring,1,0.0,1,0.05298815393166777,2005,11
Aweil East,2005-11-28,unusual,22,0.0,21,1.1127478319636204,2005,11
Aweil East,2005-12-05,unusual,10,0.0,10,0.5298404949677836,2005,12
Aweil East,2005-12-12,unusual,3,0.0,2,0.10589609219300086,2005,12
Aweil East,2005-12-19,unusual,3,0.0,3,0.1588428661378231,2005,12
Aweil East,2006-01-02,unusual,2,0.0,1,0.053022607631543706,2006,1
Aweil East,2006-07-10,unusual,1,0.0,1,0.05303160429549395,2006,7
Aweil East,2006-08-14,recurring,1,0.0,1,0.05301536484574957,2006,8
Aweil East,2006-08-14,unusual,7,0.0,7,0.3712337661657453,2006,8
Aweil East,2006-09-04,recurring,377,0.0,191,10.127807890148695,2006,9
Aweil East,2006-09-11,recurring,243,0.0,113,5.991774570430775,2006,9
Aweil East,2006-09-11,unusual,1,0.0,1,0.05301566749808031,2006,9
Aweil East,2006-09-25,recurring,124,0.0,49,2.597779797726952,2006,9
Aweil East,2006-09-25,unusual,3,0.0,3,0.15905093334348985,2006,9
Aweil East,2006-10-02,recurring,2069,0.0,974,51.64265463791014,2006,10
Aweil East,2006-10-02,unusual,704,0.0,602,31.918933127519832,2006,10
Aweil East,2006-10-09,recurring,2133,0.0,652,34.57032100765713,2006,10
Aweil East,2006-10-09,unusual,184,0.0,102,5.407853373425614,2006,10
Aweil East,2006-10-16,recurring,547,0.0,300,15.906932008314667,2006,10
Aweil East,2006-10-16,unusual,29,0.0,20,1.060301137306954,2006,10
Aweil East,2006-10-23,recurring,998,0.0,816,43.26457700727495,2006,10
Aweil East,2006-10-23,unusual,294,0.0,293,15.532983834517852,2006,10
Aweil East,2006-10-30,recurring,881,0.0,532,28.205644114334447,2006,10
Aweil East,2006-10-30,unusual,101,0.0,79,4.18757409955682,2006,10
Aweil East,2006-11-06,recurring,359,0.0,262,13.891560180691268,2006,11
Aweil East,2006-11-06,unusual,164,0.0,122,6.468723849163472,2006,11
Aweil East,2006-11-13,recurring,156,0.0,146,7.7407086831934,2006,11
Aweil East,2006-11-13,unusual,55,0.0,52,2.7569224967769026,2006,11
Aweil East,2006-11-20,recurring,84,0.0,82,4.3465355772760885,2006,11
Aweil East,2006-11-20,unusual,87,0.0,84,4.45120399784138,2006,11
Aweil East,2006-11-27,recurring,14,0.0,12,0.636002797722479,2006,11
Aweil East,2006-11-27,unusual,62,0.0,35,1.8546957400160913,2006,11
Aweil East,2006-12-04,recurring,1,0.0,1,0.05302861232705702,2006,12
Aweil East,2006-12-04,unusual,34,0.0,19,1.0067721427230043,2006,12
Aweil East,2006-12-11,unusual,6,0.0,4,0.21186984658130004,2006,12
Aweil East,2006-12-18,recurring,1,0.0,1,0.05302861232705702,2006,12
Aweil East,2006-12-18,unusual,45,0.0,36,1.9073363458670791,2006,12
Aweil East,2006-12-25,recurring,1,0.0,1,0.05302861232705702,2006,12
Aweil East,2006-12-25,unusual,44,0.0,38,2.0128350386925153,2006,12
Aweil East,2007-01-01,unusual,1,0.0,1,0.05302861232705702,2007,1
Aweil East,2007-01-08,unusual,3,0.0,3,0.159086734350562,2007,1
Aweil East,2007-08-20,recurring,24,0.0,17,0.9013960906385069,2007,8
Aweil East,2007-08-20,unusual,122,0.0,84,4.454317919329837,2007,8
Aweil East,2007-08-27,recurring,14,0.0,14,0.7423340804036324,2007,8
Aweil East,2007-08-27,unusual,36,0.0,36,1.9088142140819975,2007,8
Aweil East,2007-09-10,recurring,77,0.0,62,3.2870145935759374,2007,9
Aweil East,2007-09-10,unusual,59,0.0,47,2.491697909573453,2007,9
Aweil East,2007-09-17,recurring,962,0.0,656,34.78228929046469,2007,9
Aweil East,2007-09-17,unusual,297,0.0,164,8.694872426661178,2007,9
Aweil East,2007-09-24,recurring,2620,0.0,1081,57.315133508888295,2007,9
Aweil East,2007-09-24,unusual,969,0.0,514,27.251249442303006,2007,9
Aweil East,2007-10-01,recurring,1013,0.0,815,43.21270602836198,2007,10
Aweil East,2007-10-01,unusual,636,0.0,419,22.215857105725025,2007,10
Aweil East,2007-10-08,recurring,3228,0.0,1073,56.891275552945125,2007,10
Aweil East,2007-10-08,unusual,1895,0.0,918,48.674443436485596,2007,10
Aweil East,2007-10-15,recurring,1677,0.0,844,44.749680045022586,2007,10
Aweil East,2007-10-15,unusual,970,0.0,613,32.502992150883394,2007,10
Aweil East,2007-10-22,recurring,2843,0.0,1434,76.03124235547627,2007,10
Aweil East,2007-10-22,unusual,2254,0.0,1620,85.8964926817616,2007,10
Aweil East,2007-10-29,recurring,4227,0.0,1344,71.26037034555011,2007,10
Aweil East,2007-10-29,unusual,2418,0.0,1219,64.63451134116694,2007,10
Aweil East,2007-11-05,recurring,1248,0.0,431,22.852263974913953,2007,11
Aweil East,2007-11-05,unusual,442,0.0,125,6.6269749186810065,2007,11
Aweil East,2007-11-12,recurring,597,0.0,310,16.435941479340137,2007,11
Aweil East,2007-11-12,unusual,156,0.0,71,3.764078536259182,2007,11
Aweil East,2007-11-26,recurring,2,0.0,2,0.10603254490794825,2007,11
Aweil East,2007-11-26,unusual,8,0.0,8,0.4241802506336991,2007,11
Aweil East,2007-12-03,recurring,2,0.0,2,0.10603254490794825,2007,12
Aweil East,2007-12-03,unusual,9,0.0,9,0.47720948488173454,2007,12
Aweil East,2007-12-10,recurring,1,0.0,1,0.05302861232705702,2007,12
Aweil East,2007-12-10,unusual,5,0.0,3,0.1589082105979365,2007,12
Aweil East,2007-12-24,recurring,1,0.0,1,0.05302861232705702,2007,12
Aweil East,2008-07-21,unusual,2,0.0,2,0.10605332780479598,2008,7
Aweil East,2008-08-04,recurring,43,0.0,43,2.2796546303290284,2008,8
Aweil East,2008-08-04,unusual,65,0.0,64,3.3927103391745197,2008,8
Aweil East,2008-08-11,recurring,46,0.0,46,2.4386964869560677,2008,8
Aweil East,2008-08-11,unusual,67,0.0,67,3.55139526937161,2008,8
Aweil East,2008-08-25,recurring,596,0.0,371,19.67106367501095,2008,8
Aweil East,2008-08-25,unusual,298,0.0,206,10.921365092197526,2008,8
Aweil East,2008-09-01,recurring,506,0.0,496,26.29889575511671,2008,9
Aweil East,2008-09-01,unusual,277,0.0,276,14.63405127664393,2008,9
Aweil East,2008-09-08,recurring,981,0.0,708,37.54074482247892,2008,9
Aweil East,2008-09-08,unusual,159,0.0,156,8.272448900788957,2008,9
Aweil East,2008-09-15,recurring,641,0.0,319,16.914536538692534,2008,9
Aweil East,2008-09-15,unusual,3,0.0,3,0.15896353491374038,2008,9
Aweil East,2008-09-22,recurring,1483,0.0,976,51.74932473025917,2008,9
Aweil East,2008-09-22,unusual,255,0.0,226,11.983252270151764,2008,9
Aweil East,2008-09-29,recurring,2852,0.0,1043,55.302382811735555,2008,9
Aweil East,2008-09-29,unusual,639,0.0,368,19.51186794350537,2008,9
Aweil East,2008-10-06,recurring,2349,0.0,1557,82.5551910151218,2008,10
Aweil East,2008-10-06,unusual,4011,0.0,2877,152.55238442839152,2008,10
Aweil East,2008-10-13,recurring,5536,0.0,1508,79.9564272890467,2008,10
Aweil East,2008-10-13,unusual,6325,0.0,2331,123.5867757476435,2008,10
Aweil East,2008-10-20,recurring,8627,0.0,1748,92.6795687506878,2008,10
Aweil East,2008-10-20,unusual,12170,0.0,4523,239.8060684573723,2008,10
Aweil East,2008-10-27,recurring,8606,0.0,1776,94.16349500324534,2008,10
Aweil East,2008-10-27,unusual,14431,0.0,5585,296.1052257142631,2008,10
Aweil East,2008-11-03,recurring,6208,0.0,1412,74.86485820958399,2008,11
Aweil East,2008-11-03,unusual,11761,0.0,4932,261.4871377856179,2008,11
Aweil East,2008-11-10,recurring,7254,0.0,1400,74.22872802671775,2008,11
Aweil East,2008-11-10,unusual,12766,0.0,4777,253.27543500080986,2008,11
Aweil East,2008-11-17,recurring,4615,0.0,1324,70.19995218350338,2008,11
Aweil East,2008-11-17,unusual,5524,0.0,2724,144.42303509492996,2008,11
Aweil East,2008-11-24,recurring,3110,0.0,776,41.14395311888055,2008,11
Aweil East,2008-11-24,unusual,2518,0.0,877,46.49212418140278,2008,11
Aweil East,2008-12-01,recurring,536,0.0,144,7.635060926661992,2008,12
Aweil East,2008-12-01,unusual,1961,0.0,702,37.215604580085305,2008,12
Aweil East,2008-12-08,recurring,280,0.0,67,3.5521675960628323,2008,12
Aweil East,2008-12-08,unusual,842,0.0,291,15.426096449862332,2008,12
Aweil East,2008-12-15,recurring,95,0.0,35,1.8555716061264698,2008,12
Aweil East,2008-12-15,unusual,138,0.0,64,3.39247889502686,2008,12
Aweil East,2008-12-22,unusual,27,0.0,18,0.9538449448114976,2008,12
Aweil East,2008-12-29,unusual,19,0.0,15,0.7948613790721544,2008,12
Aweil East,2009-01-05,unusual,15,0.0,10,0.5299218761527745,2009,1
Aweil East,2009-01-12,unusual,9,0.0,5,0.26497527360181283,2009,1
Aweil East,2009-01-26,unusual,2,0.0,2,0.10599017091046348,2009,1
Aweil East,2009-02-02,unusual,1,0.0,1,0.052994931780885914,2009,2
Aweil East,2009-02-09,unusual,1,0.0,1,0.05299523912957756,2009,2
Aweil East,2009-08-17,recurring,2,0.0,2,0.10603103234382988,2009,8
Aweil East,2009-08-17,unusual,7,0.0,7,0.3712307869691522,2009,8
Aweil East,2009-08-24,recurring,75,0.0,27,1.431409702790103,2009,8
Aweil East,2009-08-24,unusual,3,0.0,3,0.1590559571730212,2009,8
Aweil East,2009-08-31,recurring,371,0.0,105,5.56671695075322,2009,8
Aweil East,2009-08-31,unusual,216,0.0,108,5.726133113445736,2009,8
Aweil East,2009-09-07,recurring,105,0.0,55,2.9158438459473626,2009,9
Aweil East,2009-09-14,recurring,104,0.0,60,3.1809155276030716,2009,9
Aweil East,2009-09-21,recurring,219,0.0,92,4.877700037866164,2009,9
Aweil East,2009-09-28,recurring,389,0.0,374,19.82960706251765,2009,9
Aweil East,2009-09-28,unusual,13,0.0,13,0.6892227989580878,2009,9
Aweil East,2009-10-05,recurring,362,0.0,362,19.193414642488527,2009,10
Aweil East,2009-10-05,unusual,15,0.0,15,0.7952796714029938,2009,10
Aweil East,2009-10-12,recurring,159,0.0,133,7.052006734388897,2009,10
Aweil East,2009-10-12,unusual,12,0.0,9,0.4770468735900038,2009,10
Aweil East,2009-10-19,recurring,799,0.0,447,23.699569276363384,2009,10
Aweil East,2009-10-19,unusual,26,0.0,18,0.9541751032679008,2009,10
Aweil East,2009-10-26,recurring,120,0.0,92,4.876785175415388,2009,10
Aweil East,2009-10-26,unusual,34,0.0,25,1.3247065932538562,2009,10
Aweil East,2009-11-09,recurring,20,0.0,8,0.4239055398508355,2009,11
Aweil East,2009-11-09,unusual,12,0.0,6,0.31792768746681793,2009,11
Aweil East,2009-11-23,recurring,5,0.0,5,0.2649407694469235,2009,11
Aweil East,2009-11-23,unusual,6,0.0,6,0.31792428876696505,2009,11
Aweil East,2010-02-22,unusual,1,0.0,1,0.05294995170966331,2010,2
Aweil East,2010-04-26,unusual,6,0.0,3,0.1588422308453287,2010,4
Aweil East,2010-08-16,recurring,17,0.0,17,0.9012630168951818,2010,8
Aweil East,2010-08-16,unusual,10,0.0,5,0.2651602855936959,2010,8
