county,run_id,start_week,end_week,county_detected_weeks,peak_weekly_union_area_km2,cumulative_detected_area_km2_weeks
Aweil West,9,2003-09-01,2003-09-29,5,9.386259355720911,21.740873984472717
Aweil West,10,2003-10-13,2003-11-03,4,4.0832979855119085,5.83305906372261
Aweil West,11,2004-11-01,2004-11-01,1,0.10604581692694881,0.10604581692694881
Aweil West,12,2005-08-22,2005-08-29,2,1.1134566748924632,2.1208756809484255
Aweil West,13,2005-09-19,2005-10-10,4,1.7496163844113295,4.453670463180058
Aweil West,14,2005-10-24,2005-11-07,3,2.9166581574721957,3.7120501848972642
Aweil West,15,2006-08-14,2006-08-14,1,0.053004425037750526,0.053004425037750526
Aweil West,16,2006-09-11,2006-09-18,2,0.10602072370406782,0.15903487751659878
Aweil West,17,2006-10-02,2006-11-20,8,15.637557631399257,19.56108781781521
Aweil West,18,2007-08-20,2007-08-20,1,0.21201739490499355,0.21201739490499355
Aweil West,19,2007-09-03,2007-11-12,11,80.80241661943111,335.9736391167662
Aweil West,20,2008-07-28,2008-08-11,3,1.696496149044962,2.014737595323891
Aweil West,21,2008-08-25,2008-11-24,14,44.74566591510186,336.3668858574318
Aweil West,22,2009-07-13,2009-07-13,1,0.2120347606549485,0.2120347606549485
Aweil West,23,2009-08-17,2009-09-07,4,6.362426160679984,10.815770518766437
Aweil West,24,2009-09-21,2009-10-19,5,2.597510086140235,6.043281044745914
Aweil West,25,2010-03-08,2010-03-08,1,0.15909152422245604,0.15909152422245604
Aweil West,26,2010-08-16,2010-08-16,1,0.3182093207443251,0.3182093207443251
Aweil West,27,2010-09-20,2010-11-15,9,80.88894205424813,265.2655324777121
Aweil West,28,2011-09-05,2011-10-03,5,3.870577717743874,7.741085867536883
Aweil West,29,2011-10-17,2011-10-17,1,0.9014294210249407,0.9014294210249407
Aweil West,30,2012-08-13,2012-08-20,2,0.1591153726247908,0.2651650980330366
Aweil West,31,2012-09-10,2012-09-24,3,1.4849039599687697,1.9622277701220958
Aweil West,32,2012-10-08,2012-10-08,1,0.4241699020482017,0.4241699020482017
Aweil West,33,2012-11-12,2012-11-19,2,0.10602497353456085,0.15905418492586168
Aweil West,34,2012-12-24,2012-12-24,1,0.05303100649015638,0.05303100649015638
Aweil West,35,2013-03-11,2013-03-11,1,0.05300686392462837,0.05300686392462837
Aweil West,36,2013-09-09,2013-11-11,10,11.717566705160028,21.631277645779015
Aweil West,37,2013-11-25,2013-11-25,1,0.10606422835201908,0.10606422835201908
Aweil West,38,2014-01-13,2014-01-20,2,0.37108240181851176,0.4240938266366553
Aweil West,39,2014-09-08,2014-10-20,7,17.921001906376883,32.49876198061519
Aweil West,40,2014-11-03,2014-11-17,3,1.8027024490049526,2.8629381877346374
