county,run_id,start_week,end_week,county_detected_weeks,peak_weekly_union_area_km2,cumulative_detected_area_km2_weeks
Aweil West,41,2015-09-21,2015-09-28,2,0.15910432427217786,0.2651904393621174
Aweil West,42,2015-11-02,2015-11-23,4,3.9245462866913075,6.735405777624619
Aweil West,43,2016-05-09,2016-05-09,1,0.05300259292941955,0.05300259292941955
Aweil West,44,2016-07-25,2016-07-25,1,0.10604940466849833,0.10604940466849833
Aweil West,45,2016-08-15,2016-09-26,7,10.655321253942926,14.68455165810087
Aweil West,46,2016-10-10,2016-11-14,6,1.4317480653908068,4.082805573841283
Aweil West,47,2017-05-22,2017-06-05,3,0.15905184017860047,0.47706036594954637
Aweil West,48,2017-10-23,2017-10-23,1,0.47714221725769057,0.47714221725769057
Aweil West,49,2018-08-06,2018-08-13,2,1.1133740963196141,1.85564630908137
Aweil West,50,2018-08-27,2018-08-27,1,0.10604545090008564,0.10604545090008564
Aweil West,51,2018-09-10,2018-10-08,5,5.248810175549751,8.58867466708733
Aweil West,52,2018-10-22,2018-10-22,1,0.15905998440782107,0.15905998440782107
Aweil West,53,2019-06-03,2019-07-15,7,48.09021310266766,92.57585042766195
Aweil West,54,2019-07-29,2019-10-14,12,7.530764697899255,23.703234143785675
Aweil West,55,2019-10-28,2019-11-11,3,0.8483972548278429,1.5377785946417977
Aweil West,56,2019-11-25,2019-12-09,3,0.15910048653205472,0.26516757703511795
Aweil West,57,2020-09-07,2020-11-30,13,91.05832242619084,333.88072939850434
Aweil West,58,2021-08-02,2021-08-23,4,14.205741824253867,20.352707470506473
Aweil West,59,2021-09-06,2021-10-25,8,16.750263338513104,27.24757466010766
Aweil West,60,2021-11-08,2021-11-15,2,0.4241497000401493,0.47716294477241367
Aweil West,61,2022-08-22,2022-11-14,13,56.39071131476168,295.68829234779963
Aweil West,62,2023-08-21,2023-08-21,1,0.15894433639134575,0.15894433639134575
Aweil West,63,2023-11-06,2023-11-13,2,0.31809067559925736,0.4771449323089091
Aweil West,64,2023-11-27,2023-11-27,1,0.10596237342571303,0.10596237342571303
Aweil West,65,2024-03-18,2024-03-18,1,0.15908853204366885,0.15908853204366885
Aweil West,66,2024-09-02,2024-11-11,11,29.575922453728573,116.1778035480056
Aweil West,67,2024-12-02,2024-12-02,1,0.159124277996943,0.159124277996943
Aweil West,68,2025-01-27,2025-01-27,1,0.053012335160019956,0.053012335160019956
Aweil West,69,2025-03-24,2025-03-24,1,0.05303190302465964,0.05303190302465964
Aweil West,70,2025-05-19,2025-05-19,1,0.3179054159487474,0.3179054159487474
Aweil West,71,2025-10-06,2025-11-10,6,26.818127394175885,51.09109788283404
