state,county,county_code,year,flood_type,detections,first_detection,last_detection,mean_cloud_fraction
Central Equatoria,Juba,SS0101,2000,unusual,1,2000-12-21,2000-12-21,0.0
Central Equatoria,Terekeka,SS0105,2000,recurring,1,2000-11-28,2000-11-28,0.0
Central Equatoria,Terekeka,SS0105,2000,unusual,1,2000-11-26,2000-11-26,0.0
Eastern Equatoria,Budi,SS0201,2000,unusual,3,2000-12-01,2000-12-06,0.0
Eastern Equatoria,Ikotos,SS0202,2000,unusual,5,2000-12-06,2000-12-06,0.0
Eastern Equatoria,Kapoeta East,SS0203,2000,unusual,38,2000-04-14,2000-12-24,0.0
Eastern Equatoria,Kapoeta South,SS0205,2000,unusual,1,2000-12-05,2000-12-05,0.0
Eastern Equatoria,Lafon,SS0206,2000,unusual,11,2000-09-17,2000-12-29,0.0
Eastern Equatoria,Magwi,SS0207,2000,unusual,1,2000-02-28,2000-02-28,0.0
Jonglei,Akobo,SS0301,2000,recurring,3,2000-11-03,2000-11-19,0.0
Jonglei,Akobo,SS0301,2000,unusual,5,2000-02-28,2000-12-31,0.0
Jonglei,Ayod,SS0302,2000,recurring,559,2000-02-28,2000-12-31,0.0
Jonglei,Ayod,SS0302,2000,unusual,345,2000-02-28,2000-12-31,0.0
Jonglei,Bor South,SS0303,2000,recurring,16,2000-02-28,2000-12-07,0.0
Jonglei,Bor South,SS0303,2000,unusual,125,2000-02-28,2000-12-29,0.0
Jonglei,Canal/Pigi,SS0304,2000,unusual,15,2000-12-13,2000-12-27,0.0
Jonglei,Duk,SS0305,2000,recurring,81,2000-03-30,2000-12-31,0.0
Jonglei,Duk,SS0305,2000,unusual,325,2000-02-28,2000-12-31,0.0
Jonglei,Fangak,SS0306,2000,recurring,128,2000-02-28,2000-12-29,0.0
Jonglei,Fangak,SS0306,2000,unusual,148,2000-03-06,2000-12-29,0.0
Jonglei,Pibor,SS0308,2000,unusual,179,2000-03-27,2000-12-21,0.0
Jonglei,Pochalla,SS0309,2000,unusual,47,2000-12-08,2000-12-31,0.0
Jonglei,Twic East,SS0310,2000,recurring,22,2000-03-31,2000-12-20,0.0
Jonglei,Twic East,SS0310,2000,unusual,154,2000-02-28,2000-12-31,0.0
Jonglei,Uror,SS0311,2000,unusual,36,2000-04-12,2000-12-29,0.0
Lakes,Awerial,SS0401,2000,recurring,27,2000-02-28,2000-12-30,0.0
Lakes,Awerial,SS0401,2000,unusual,148,2000-02-28,2000-12-30,0.0
Lakes,Yirol East,SS0407,2000,recurring,16,2000-03-07,2000-12-22,0.0
Lakes,Yirol East,SS0407,2000,unusual,375,2000-02-28,2000-12-31,0.0
Lakes,Yirol West,SS0408,2000,recurring,9,2000-09-24,2000-12-06,0.0
Lakes,Yirol West,SS0408,2000,unusual,13,2000-12-19,2000-12-29,0.0
Northern Bahr el Ghazal,Aweil Centre,SS0501,2000,recurring,110,2000-10-21,2000-10-31,0.0
Northern Bahr el Ghazal,Aweil Centre,SS0501,2000,unusual,133,2000-10-21,2000-10-31,0.0
Northern Bahr el Ghazal,Aweil East,SS0502,2000,recurring,28,2000-10-30,2000-10-31,0.0
Northern Bahr el Ghazal,Aweil South,SS0504,2000,unusual,5,2000-11-23,2000-11-23,0.0
Northern Bahr el Ghazal,Aweil West,SS0505,2000,recurring,6,2000-10-30,2000-10-31,0.0
Unity,Koch,SS0603,2000,recurring,52,2000-03-13,2000-12-29,0.0
Unity,Koch,SS0603,2000,unusual,61,2000-03-29,2000-12-27,0.0
Unity,Leer,SS0604,2000,recurring,4,2000-03-07,2000-12-13,0.0
Unity,Mayendit,SS0605,2000,recurring,49,2000-04-07,2000-12-26,0.0
Unity,Mayendit,SS0605,2000,unusual,17,2000-04-07,2000-11-25,0.0
Unity,Mayom,SS0606,2000,recurring,86,2000-03-14,2000-12-29,0.0
Unity,Mayom,SS0606,2000,unusual,283,2000-03-14,2000-12-29,0.0
Unity,Panyijiar,SS0607,2000,recurring,83,2000-03-13,2000-12-31,0.0
Unity,Panyijiar,SS0607,2000,unusual,191,2000-03-29,2000-12-27,0.0
Unity,Pariang,SS0608,2000,recurring,153,2000-02-28,2000-12-31,0.0
Unity,Pariang,SS0608,2000,unusual,89,2000-02-28,2000-12-27,0.0
Upper Nile,Baliet,SS0701,2000,recurring,5,2000-02-28,2000-02-29,0.0
Upper Nile,Baliet,SS0701,2000,unusual,733,2000-02-28,2000-03-07,0.0
Upper Nile,Longochuk,SS0703,2000,unusual,1487,2000-11-19,2000-12-31,0.0
Upper Nile,Luakpiny/Nasir,SS0704,2000,recurring,39,2000-02-28,2000-12-29,0.0
Upper Nile,Luakpiny/Nasir,SS0704,2000,unusual,1252,2000-02-28,2000-12-31,0.0
Upper Nile,Maban,SS0705,2000,unusual,914,2000-11-19,2000-12-29,0.0
Upper Nile,Maiwut,SS0706,2000,unusual,66,2000-12-21,2000-12-22,0.0
Upper Nile,Panyikang,SS0710,2000,unusual,7,2000-03-29,2000-04-09,0.0
Upper Nile,Ulang,SS0712,2000,recurring,30,2000-02-28,2000-12-31,0.0
Upper Nile,Ulang,SS0712,2000,unusual,266,2000-02-28,2000-12-30,0.0
Warrap,Gogrial East,SS0801,2000,recurring,99,2000-11-15,2000-12-29,0.0
Warrap,Gogrial East,SS0801,2000,unusual,932,2000-05-01,2000-12-29,0.0
Warrap,Gogrial West,SS0802,2000,recurring,17,2000-10-24,2000-11-09,0.0
Warrap,Gogrial West,SS0802,2000,unusual,4,2000-10-30,2000-10-31,0.0
Warrap,Tonj North,SS0804,2000,recurring,291,2000-05-01,2000-12-27,0.0
Warrap,Tonj North,SS0804,2000,unusual,608,2000-03-13,2000-12-29,0.0
Warrap,Tonj South,SS0805,2000,unusual,5,2000-12-27,2000-12-27,0.0
Warrap,Twic,SS0806,2000,recurring,189,2000-03-04,2000-12-29,0.0
Warrap,Twic,SS0806,2000,unusual,26,2000-03-04,2000-12-29,0.0
Western Bahr el Ghazal,Jur River,SS0901,2000,recurring,2,2000-10-24,2000-10-24,0.0
Western Bahr el Ghazal,Jur River,SS0901,2000,unusual,1,2000-12-18,2000-12-18,0.0
Western Bahr el Ghazal,Raja,SS0902,2000,unusual,2,2000-10-21,2000-10-22,0.0
Western Bahr el Ghazal,Wau,SS0903,2000,recurring,24,2000-10-24,2000-10-24,0.0
Western Bahr el Ghazal,Wau,SS0903,2000,unusual,1,2000-10-24,2000-10-24,0.0
Western Equatoria,Yambio,SS1010,2000,unusual,3,2000-12-28,2000-12-28,0.0
Central Equatoria,Terekeka,SS0105,2001,unusual,1,2001-01-07,2001-01-07,0.0
Eastern Equatoria,Kapoeta East,SS0203,2001,unusual,1311,2001-02-15,2002-01-05,0.0
Eastern Equatoria,Kapoeta North,SS0204,2001,unusual,2,2001-01-23,2001-01-23,0.0
Eastern Equatoria,Lafon,SS0206,2001,unusual,22,2001-01-07,2002-01-03,0.0
Eastern Equatoria,Magwi,SS0207,2001,unusual,2,2001-02-15,2001-02-15,0.0
Eastern Equatoria,Torit,SS0208,2001,unusual,4,2001-02-17,2001-02-17,0.0
Jonglei,Akobo,SS0301,2001,recurring,23,2001-08-25,2001-11-14,0.0
Jonglei,Akobo,SS0301,2001,unusual,361,2001-01-06,2001-10-22,0.0
Jonglei,Ayod,SS0302,2001,recurring,778,2001-01-04,2002-01-03,0.0
Jonglei,Ayod,SS0302,2001,unusual,756,2001-01-04,2002-01-03,0.0
Jonglei,Bor South,SS0303,2001,recurring,64,2001-01-04,2001-12-27,0.0
Jonglei,Bor South,SS0303,2001,unusual,115,2001-01-04,2001-11-29,0.0
Jonglei,Duk,SS0305,2001,recurring,126,2001-01-04,2002-01-03,0.0
Jonglei,Duk,SS0305,2001,unusual,66,2001-01-04,2002-01-03,0.0
Jonglei,Fangak,SS0306,2001,recurring,207,2001-01-04,2002-01-01,0.0
Jonglei,Fangak,SS0306,2001,unusual,150,2001-01-04,2001-11-14,0.0
Jonglei,Nyirol,SS0307,2001,unusual,7,2001-09-11,2001-09-11,0.0
Jonglei,Pibor,SS0308,2001,unusual,433,2001-01-06,2002-01-03,0.0
Jonglei,Pochalla,SS0309,2001,unusual,21,2001-01-06,2001-01-07,0.0
Jonglei,Twic East,SS0310,2001,recurring,66,2001-01-04,2001-12-25,0.0
Jonglei,Twic East,SS0310,2001,unusual,306,2001-01-04,2001-12-09,0.0
Jonglei,Uror,SS0311,2001,unusual,98,2001-06-13,2001-09-27,0.0
Lakes,Awerial,SS0401,2001,recurring,62,2001-01-04,2001-12-25,0.0
Lakes,Awerial,SS0401,2001,unusual,95,2001-01-04,2001-12-27,0.0
Lakes,Wulu,SS0406,2001,unusual,4,2001-11-20,2001-11-20,0.0
Lakes,Yirol East,SS0407,2001,recurring,38,2001-01-06,2002-01-03,0.0
Lakes,Yirol East,SS0407,2001,unusual,197,2001-01-04,2002-01-03,0.0
Lakes,Yirol West,SS0408,2001,recurring,15,2001-09-17,2001-12-09,0.0
Lakes,Yirol West,SS0408,2001,unusual,124,2001-01-04,2001-11-30,0.0
Northern Bahr el Ghazal,Aweil Centre,SS0501,2001,recurring,46,2001-10-19,2001-11-03,0.0
Northern Bahr el Ghazal,Aweil Centre,SS0501,2001,unusual,11,2001-10-20,2001-11-03,0.0
Northern Bahr el Ghazal,Aweil East,SS0502,2001,recurring,2240,2001-08-21,2001-12-05,0.0
Northern Bahr el Ghazal,Aweil East,SS0502,2001,unusual,50,2001-08-21,2001-11-12,0.0
Northern Bahr el Ghazal,Aweil North,SS0503,2001,recurring,15,2001-10-02,2001-10-02,0.0
Northern Bahr el Ghazal,Aweil North,SS0503,2001,unusual,60,2001-08-21,2001-10-02,0.0
Northern Bahr el Ghazal,Aweil South,SS0504,2001,recurring,2368,2001-10-02,2001-12-14,0.0
Northern Bahr el Ghazal,Aweil South,SS0504,2001,unusual,13,2001-10-02,2001-11-12,0.0
Northern Bahr el Ghazal,Aweil West,SS0505,2001,recurring,13,2001-10-02,2001-10-02,0.0
Northern Bahr el Ghazal,Aweil West,SS0505,2001,unusual,35,2001-08-21,2001-10-02,0.0
Unity,Guit,SS0602,2001,unusual,96,2001-01-02,2001-02-04,0.0
Unity,Koch,SS0603,2001,recurring,229,2001-01-02,2002-01-01,0.0
Unity,Koch,SS0603,2001,unusual,161,2001-01-02,2002-01-06,0.0
Unity,Leer,SS0604,2001,recurring,10,2001-01-04,2001-01-21,0.0
Unity,Leer,SS0604,2001,unusual,2,2001-01-27,2001-01-28,0.0
Unity,Mayendit,SS0605,2001,recurring,47,2001-01-04,2002-01-01,0.0
Unity,Mayendit,SS0605,2001,unusual,7,2001-01-12,2002-01-01,0.0
Unity,Mayom,SS0606,2001,recurring,491,2001-01-02,2002-01-01,0.0
Unity,Mayom,SS0606,2001,unusual,2086,2001-01-02,2002-01-01,0.0
Unity,Panyijiar,SS0607,2001,recurring,92,2001-01-04,2001-12-31,0.0
Unity,Panyijiar,SS0607,2001,unusual,155,2001-01-04,2001-12-29,0.0
Unity,Pariang,SS0608,2001,recurring,255,2001-01-04,2002-01-02,0.0
Unity,Pariang,SS0608,2001,unusual,134,2001-01-04,2001-12-25,0.0
Unity,Rubkona,SS0609,2001,unusual,1,2001-12-14,2001-12-14,0.0
Upper Nile,Baliet,SS0701,2001,recurring,28,2001-12-15,2002-01-03,0.0
Upper Nile,Baliet,SS0701,2001,unusual,191,2001-12-11,2002-01-03,0.0
Upper Nile,Longochuk,SS0703,2001,unusual,1946,2001-01-04,2001-11-30,0.0
Upper Nile,Luakpiny/Nasir,SS0704,2001,recurring,167,2001-01-02,2002-01-03,0.0
Upper Nile,Luakpiny/Nasir,SS0704,2001,unusual,412,2001-01-06,2002-01-03,0.0
Upper Nile,Maban,SS0705,2001,unusual,21,2001-02-17,2002-01-05,0.0
Upper Nile,Maiwut,SS0706,2001,unusual,1,2002-01-05,2002-01-05,0.0
Upper Nile,Panyikang,SS0710,2001,recurring,6,2001-01-04,2001-04-03,0.0
Upper Nile,Panyikang,SS0710,2001,unusual,6,2001-03-27,2001-05-12,0.0
Upper Nile,Ulang,SS0712,2001,unusual,42,2001-12-24,2002-01-03,0.0
Warrap,Gogrial East,SS0801,2001,recurring,204,2001-01-27,2002-01-01,0.0
Warrap,Gogrial East,SS0801,2001,unusual,1459,2001-01-02,2002-01-01,0.0
Warrap,Gogrial West,SS0802,2001,recurring,1724,2001-09-24,2001-12-28,0.0
Warrap,Gogrial West,SS0802,2001,unusual,264,2001-08-21,2001-12-05,0.0
Warrap,Tonj East,SS0803,2001,unusual,29,2001-09-25,2001-09-25,0.0
Warrap,Tonj North,SS0804,2001,recurring,1470,2001-01-02,2002-01-01,0.0
Warrap,Tonj North,SS0804,2001,unusual,1417,2001-01-02,2002-01-01,0.0
Warrap,Tonj South,SS0805,2001,unusual,29,2001-09-15,2001-10-04,0.0
Warrap,Twic,SS0806,2001,recurring,374,2001-01-02,2002-01-01,0.0
Warrap,Twic,SS0806,2001,unusual,338,2001-01-02,2001-12-31,0.0
Western Bahr el Ghazal,Jur River,SS0901,2001,recurring,53,2001-09-15,2001-11-19,0.0
Western Bahr el Ghazal,Jur River,SS0901,2001,unusual,19,2001-09-15,2001-12-04,0.0
Western Bahr el Ghazal,Raja,SS0902,2001,recurring,10,2001-08-16,2001-09-08,0.0
Western Bahr el Ghazal,Raja,SS0902,2001,unusual,4,2001-08-16,2001-09-07,0.0
Western Bahr el Ghazal,Wau,SS0903,2001,recurring,12,2001-09-15,2001-11-12,0.0
Western Equatoria,Mvolo,SS1006,2001,unusual,20,2001-11-06,2001-11-07,0.0
Western Equatoria,Nagero,SS1007,2001,unusual,2,2001-09-10,2001-09-15,0.0
Central Equatoria,Juba,SS0101,2002,recurring,419,2002-07-07,2003-01-05,0.0
Central Equatoria,Juba,SS0101,2002,unusual,580,2002-07-07,2003-01-05,0.0
Central Equatoria,Kajo-keji,SS0102,2002,recurring,1,2002-11-30,2002-11-30,0.0
Central Equatoria,Kajo-keji,SS0102,2002,unusual,2,2002-12-12,2002-12-12,0.0
Central Equatoria,Lainya,SS0103,2002,unusual,29,2002-10-24,2002-11-24,0.0
Central Equatoria,Morobo,SS0104,2002,unusual,7,2002-11-21,2002-11-28,0.0
Central Equatoria,Terekeka,SS0105,2002,recurring,33,2002-11-12,2003-01-05,0.0
Central Equatoria,Terekeka,SS0105,2002,unusual,209,2002-07-04,2003-01-05,0.0
Central Equatoria,Yei,SS0106,2002,unusual,36,2002-11-19,2002-12-18,0.0
Eastern Equatoria,Budi,SS0201,2002,unusual,157,2002-09-09,2003-01-03,0.0
Eastern Equatoria,Ikotos,SS0202,2002,unusual,27,2002-10-06,2002-12-16,0.0
Eastern Equatoria,Kapoeta East,SS0203,2002,recurring,207,2002-05-20,2002-12-17,0.0
Eastern Equatoria,Kapoeta East,SS0203,2002,unusual,9559,2002-02-03,2003-01-05,0.0
Eastern Equatoria,Kapoeta North,SS0204,2002,unusual,94,2002-07-20,2002-12-02,0.0
Eastern Equatoria,Kapoeta South,SS0205,2002,unusual,8,2002-10-22,2002-12-05,0.0
Eastern Equatoria,Lafon,SS0206,2002,unusual,827,2002-02-20,2003-01-05,0.0
Eastern Equatoria,Magwi,SS0207,2002,recurring,5,2002-11-05,2003-01-01,0.0
Eastern Equatoria,Magwi,SS0207,2002,unusual,49,2002-07-25,2003-01-03,0.0
Eastern Equatoria,Torit,SS0208,2002,unusual,35,2002-09-25,2002-12-18,0.0
Jonglei,Akobo,SS0301,2002,recurring,8,2002-10-01,2002-11-12,0.0
Jonglei,Akobo,SS0301,2002,unusual,2741,2002-01-16,2003-01-05,0.0
Jonglei,Ayod,SS0302,2002,recurring,5049,2002-01-07,2003-01-05,0.0
Jonglei,Ayod,SS0302,2002,unusual,6705,2002-01-07,2003-01-05,0.0
Jonglei,Bor South,SS0303,2002,recurring,770,2002-02-01,2003-01-05,0.0
Jonglei,Bor South,SS0303,2002,unusual,1568,2002-01-16,2003-01-05,0.0
Jonglei,Canal/Pigi,SS0304,2002,recurring,16,2002-10-11,2003-01-01,0.0
Jonglei,Canal/Pigi,SS0304,2002,unusual,68,2002-09-25,2003-01-03,0.0
Jonglei,Duk,SS0305,2002,recurring,1450,2002-01-19,2003-01-05,0.0
Jonglei,Duk,SS0305,2002,unusual,787,2002-01-23,2003-01-05,0.0
Jonglei,Fangak,SS0306,2002,recurring,1134,2002-01-07,2003-01-05,0.0
Jonglei,Fangak,SS0306,2002,unusual,4731,2002-02-09,2003-01-05,0.0
Jonglei,Nyirol,SS0307,2002,unusual,46,2002-08-26,2002-12-23,0.0
Jonglei,Pibor,SS0308,2002,unusual,1189,2002-01-16,2003-01-05,0.0
Jonglei,Pochalla,SS0309,2002,unusual,8591,2002-01-28,2003-01-05,0.0
Jonglei,Twic East,SS0310,2002,recurring,1485,2002-02-01,2003-01-05,0.0
Jonglei,Twic East,SS0310,2002,unusual,2517,2002-02-08,2003-01-05,0.0
Jonglei,Uror,SS0311,2002,unusual,1350,2002-01-16,2002-12-30,0.0
Lakes,Awerial,SS0401,2002,recurring,799,2002-01-10,2003-01-05,0.0
Lakes,Awerial,SS0401,2002,unusual,770,2002-02-01,2003-01-05,0.0
Lakes,Cueibet,SS0402,2002,unusual,129,2002-07-16,2002-12-30,0.0
Lakes,Rumbek Centre,SS0403,2002,unusual,2106,2002-07-16,2003-01-05,0.0
Lakes,Rumbek East,SS0404,2002,recurring,81,2002-07-07,2003-01-05,0.0
Lakes,Rumbek East,SS0404,2002,unusual,735,2002-07-04,2003-01-05,0.0
Lakes,Rumbek North,SS0405,2002,unusual,309,2002-11-10,2003-01-04,0.0
Lakes,Wulu,SS0406,2002,unusual,103,2002-10-24,2003-01-02,0.0
Lakes,Yirol East,SS0407,2002,recurring,740,2002-02-01,2003-01-05,0.0
Lakes,Yirol East,SS0407,2002,unusual,1314,2002-02-08,2003-01-05,0.0
Lakes,Yirol West,SS0408,2002,recurring,211,2002-07-02,2003-01-05,0.0
Lakes,Yirol West,SS0408,2002,unusual,657,2002-07-07,2003-01-05,0.0
Northern Bahr el Ghazal,Aweil Centre,SS0501,2002,recurring,9,2002-09-07,2002-10-02,0.0
Northern Bahr el Ghazal,Aweil Centre,SS0501,2002,unusual,17,2002-09-07,2002-12-23,0.0
Northern Bahr el Ghazal,Aweil East,SS0502,2002,recurring,169,2002-08-17,2002-10-11,0.0
Northern Bahr el Ghazal,Aweil East,SS0502,2002,unusual,231,2002-08-10,2002-11-19,0.0
Northern Bahr el Ghazal,Aweil South,SS0504,2002,unusual,10,2002-07-23,2002-11-26,0.0
Northern Bahr el Ghazal,Aweil West,SS0505,2002,unusual,4,2002-11-17,2002-11-19,0.0
Unity,Guit,SS0602,2002,recurring,72,2002-10-11,2003-01-05,0.0
Unity,Guit,SS0602,2002,unusual,2427,2002-02-11,2003-01-05,0.0
Unity,Koch,SS0603,2002,recurring,1825,2002-01-07,2003-01-05,0.0
Unity,Koch,SS0603,2002,unusual,1501,2002-01-07,2003-01-05,0.0
Unity,Leer,SS0604,2002,recurring,244,2002-07-21,2003-01-05,0.0
Unity,Leer,SS0604,2002,unusual,225,2002-02-08,2003-01-05,0.0
Unity,Mayendit,SS0605,2002,recurring,264,2002-02-02,2003-01-05,0.0
Unity,Mayendit,SS0605,2002,unusual,558,2002-07-03,2003-01-05,0.0
Unity,Mayom,SS0606,2002,recurring,3332,2002-01-07,2003-01-05,0.0
Unity,Mayom,SS0606,2002,unusual,6907,2002-01-07,2003-01-05,0.0
Unity,Panyijiar,SS0607,2002,recurring,772,2002-02-08,2003-01-05,0.0
Unity,Panyijiar,SS0607,2002,unusual,1167,2002-02-08,2003-01-05,0.0
Unity,Pariang,SS0608,2002,recurring,1995,2002-01-07,2003-01-05,0.0
Unity,Pariang,SS0608,2002,unusual,2119,2002-01-08,2003-01-05,0.0
Unity,Rubkona,SS0609,2002,unusual,50,2002-08-26,2003-01-01,0.0
Upper Nile,Baliet,SS0701,2002,recurring,58,2002-01-09,2003-01-03,0.0
Upper Nile,Baliet,SS0701,2002,unusual,1637,2002-01-09,2003-01-03,0.0
Upper Nile,Fashoda,SS0702,2002,recurring,4,2002-12-16,2003-01-01,0.0
Upper Nile,Fashoda,SS0702,2002,unusual,14,2002-10-06,2003-01-03,0.0
Upper Nile,Longochuk,SS0703,2002,recurring,16,2002-11-07,2002-12-30,0.0
Upper Nile,Longochuk,SS0703,2002,unusual,3754,2002-11-07,2003-01-05,0.0
Upper Nile,Luakpiny/Nasir,SS0704,2002,recurring,135,2002-01-09,2003-01-05,0.0
Upper Nile,Luakpiny/Nasir,SS0704,2002,unusual,1166,2002-01-10,2003-01-05,0.0
Upper Nile,Maban,SS0705,2002,unusual,521,2002-01-16,2003-01-03,0.0
Upper Nile,Maiwut,SS0706,2002,unusual,2594,2002-01-12,2003-01-05,0.0
Upper Nile,Malakal,SS0707,2002,recurring,2,2002-11-21,2002-12-07,0.0
Upper Nile,Malakal,SS0707,2002,unusual,9,2002-11-05,2003-01-01,0.0
Upper Nile,Melut,SS0709,2002,unusual,1,2002-07-12,2002-07-12,0.0
Upper Nile,Panyikang,SS0710,2002,recurring,130,2002-09-18,2003-01-05,0.0
Upper Nile,Panyikang,SS0710,2002,unusual,170,2002-08-17,2003-01-05,0.0
Upper Nile,Ulang,SS0712,2002,recurring,50,2002-01-10,2003-01-03,0.0
Upper Nile,Ulang,SS0712,2002,unusual,4318,2002-01-10,2003-01-05,0.0
Warrap,Gogrial East,SS0801,2002,recurring,31,2002-01-21,2003-01-04,0.0
Warrap,Gogrial East,SS0801,2002,unusual,929,2002-01-07,2003-01-04,0.0
Warrap,Gogrial West,SS0802,2002,recurring,16,2002-09-07,2002-09-25,0.0
Warrap,Gogrial West,SS0802,2002,unusual,170,2002-08-17,2003-01-04,0.0
Warrap,Tonj East,SS0803,2002,unusual,198,2002-07-05,2003-01-05,0.0
Warrap,Tonj North,SS0804,2002,recurring,26202,2002-01-07,2003-01-05,0.0
Warrap,Tonj North,SS0804,2002,unusual,6978,2002-01-07,2003-01-05,0.0
Warrap,Tonj South,SS0805,2002,unusual,93,2002-07-14,2003-01-04,0.0
Warrap,Twic,SS0806,2002,recurring,2587,2002-01-07,2003-01-05,0.0
Warrap,Twic,SS0806,2002,unusual,1587,2002-01-21,2003-01-05,0.0
Western Bahr el Ghazal,Jur River,SS0901,2002,recurring,18,2002-08-29,2002-11-28,0.0
Western Bahr el Ghazal,Jur River,SS0901,2002,unusual,58,2002-07-16,2003-01-04,0.0
Western Bahr el Ghazal,Raja,SS0902,2002,recurring,11,2002-09-07,2002-09-07,0.0
Western Bahr el Ghazal,Raja,SS0902,2002,unusual,61,2002-08-11,2002-12-23,0.0
Western Bahr el Ghazal,Wau,SS0903,2002,unusual,19,2002-09-19,2002-12-17,0.0
Western Equatoria,Ezo,SS1001,2002,unusual,8,2002-11-30,2002-12-25,0.0
Western Equatoria,Ibba,SS1002,2002,unusual,26,2002-10-23,2003-01-03,0.0
Western Equatoria,Maridi,SS1003,2002,unusual,57,2002-10-25,2003-01-03,0.0
Western Equatoria,Mundri East,SS1004,2002,unusual,207,2002-10-27,2002-12-28,0.0
Western Equatoria,Mundri West,SS1005,2002,unusual,97,2002-11-19,2003-01-01,0.0
Western Equatoria,Mvolo,SS1006,2002,unusual,82,2002-08-27,2002-12-19,0.0
Western Equatoria,Nagero,SS1007,2002,unusual,40,2002-12-01,2002-12-16,0.0
Western Equatoria,Nzara,SS1008,2002,unusual,11,2002-12-10,2002-12-17,0.0
Western Equatoria,Tambura,SS1009,2002,unusual,5,2002-10-29,2002-10-29,0.0
Western Equatoria,Yambio,SS1010,2002,unusual,41,2002-11-19,2003-01-04,0.0
Abyei Region,Abyei Region,SS0001,2003,unusual,105,2003-04-25,2003-11-08,0.0
Central Equatoria,Juba,SS0101,2003,recurring,543,2003-01-06,2004-01-04,0.0
Central Equatoria,Juba,SS0101,2003,unusual,1474,2003-01-06,2004-01-04,0.0
Central Equatoria,Kajo-keji,SS0102,2003,recurring,3,2003-01-08,2003-12-15,0.0
Central Equatoria,Kajo-keji,SS0102,2003,unusual,80,2003-01-08,2004-01-04,0.0
Central Equatoria,Lainya,SS0103,2003,unusual,185,2003-01-12,2004-01-04,0.0
Central Equatoria,Morobo,SS0104,2003,unusual,41,2003-01-13,2004-01-02,0.0
Central Equatoria,Terekeka,SS0105,2003,recurring,202,2003-01-06,2004-01-04,0.0
Central Equatoria,Terekeka,SS0105,2003,unusual,2403,2003-01-06,2004-01-04,0.0
Central Equatoria,Yei,SS0106,2003,unusual,419,2003-01-12,2004-01-04,0.0
Eastern Equatoria,Budi,SS0201,2003,unusual,399,2003-01-12,2004-01-04,0.0
Eastern Equatoria,Ikotos,SS0202,2003,unusual,353,2003-01-08,2004-01-04,0.0
Eastern Equatoria,Kapoeta East,SS0203,2003,recurring,258,2003-04-26,2003-12-28,0.0
Eastern Equatoria,Kapoeta East,SS0203,2003,unusual,10911,2003-01-06,2004-01-04,0.0
Eastern Equatoria,Kapoeta North,SS0204,2003,unusual,702,2003-01-19,2004-01-04,0.0
Eastern Equatoria,Kapoeta South,SS0205,2003,unusual,31,2003-06-07,2004-01-04,0.0
Eastern Equatoria,Lafon,SS0206,2003,unusual,1432,2003-01-06,2004-01-04,0.0
Eastern Equatoria,Magwi,SS0207,2003,recurring,12,2003-01-08,2004-01-04,0.0
Eastern Equatoria,Magwi,SS0207,2003,unusual,360,2003-01-06,2004-01-04,0.0
Eastern Equatoria,Torit,SS0208,2003,unusual,229,2003-01-08,2003-12-23,0.0
Jonglei,Akobo,SS0301,2003,recurring,63,2003-10-02,2003-12-12,0.0
Jonglei,Akobo,SS0301,2003,unusual,2783,2003-01-06,2004-01-04,0.0
Jonglei,Ayod,SS0302,2003,recurring,11620,2003-01-06,2004-01-04,0.0
Jonglei,Ayod,SS0302,2003,unusual,12292,2003-01-06,2004-01-04,0.0
Jonglei,Bor South,SS0303,2003,recurring,3042,2003-01-06,2004-01-04,0.0
Jonglei,Bor South,SS0303,2003,unusual,4612,2003-01-06,2004-01-04,0.0
Jonglei,Canal/Pigi,SS0304,2003,recurring,18,2003-01-08,2004-01-04,0.0
Jonglei,Canal/Pigi,SS0304,2003,unusual,53,2003-01-06,2004-01-04,0.0
Jonglei,Duk,SS0305,2003,recurring,3545,2003-01-06,2004-01-04,0.0
Jonglei,Duk,SS0305,2003,unusual,3806,2003-01-06,2004-01-04,0.0
Jonglei,Fangak,SS0306,2003,recurring,2403,2003-01-06,2004-01-04,0.0
Jonglei,Fangak,SS0306,2003,unusual,3755,2003-01-06,2004-01-04,0.0
Jonglei,Nyirol,SS0307,2003,unusual,381,2003-01-29,2003-12-15,0.0
Jonglei,Pibor,SS0308,2003,recurring,6,2003-10-16,2004-01-04,0.0
Jonglei,Pibor,SS0308,2003,unusual,2459,2003-01-06,2004-01-04,0.0
Jonglei,Pochalla,SS0309,2003,recurring,8,2003-05-02,2003-05-25,0.0
Jonglei,Pochalla,SS0309,2003,unusual,5891,2003-01-06,2004-01-04,0.0
Jonglei,Twic East,SS0310,2003,recurring,3694,2003-01-06,2004-01-04,0.0
Jonglei,Twic East,SS0310,2003,unusual,5309,2003-01-06,2004-01-04,0.0
Jonglei,Uror,SS0311,2003,recurring,7,2003-09-07,2003-09-12,0.0
Jonglei,Uror,SS0311,2003,unusual,2511,2003-01-15,2004-01-04,0.0
Lakes,Awerial,SS0401,2003,recurring,2759,2003-01-06,2004-01-04,0.0
Lakes,Awerial,SS0401,2003,unusual,2330,2003-01-06,2004-01-04,0.0
Lakes,Cueibet,SS0402,2003,recurring,2,2003-10-02,2003-10-02,0.0
Lakes,Cueibet,SS0402,2003,unusual,234,2003-01-10,2004-01-04,0.0
