state,county,county_code,week,detected_pixel_days,unique_grid_cells,detected_area_km2,county_area_km2,detected_county_percent
Central Equatoria,Juba,SS0101,2000-12-18,1,1,0.0534881108229194,18366.51488079,0.0002912262406346016
Central Equatoria,Terekeka,SS0105,2000-11-20,1,1,0.05342988777290852,10672.12996617,0.0005006487734152226
Central Equatoria,Terekeka,SS0105,2000-11-27,1,1,0.05343007006176853,10672.12996617,0.0005006504814984318
Eastern Equatoria,Budi,SS0201,2000-11-27,2,2,0.10707303462863157,5733.33260999,0.001867553165188132
Eastern Equatoria,Budi,SS0201,2000-12-04,1,1,0.05349500115562622,5733.33260999,0.0009330524634557967
Eastern Equatoria,Ikotos,SS0202,2000-12-04,5,5,0.2676920525478919,3511.09691111,0.007624171571591957
Eastern Equatoria,Kapoeta East,SS0203,2000-04-10,1,1,0.05344899231956301,29562.91101223,0.0001807974603632622
Eastern Equatoria,Kapoeta East,SS0203,2000-04-17,2,2,0.10691322386280153,29562.91101223,0.0003616464691808332
Eastern Equatoria,Kapoeta East,SS0203,2000-10-09,3,3,0.16041846600424872,29562.91101223,0.0005426342011376503
Eastern Equatoria,Kapoeta East,SS0203,2000-11-20,2,2,0.10696055265309515,29562.91101223,0.00036180656434288964
Eastern Equatoria,Kapoeta East,SS0203,2000-12-04,28,28,1.4972368127908675,29562.91101223,0.005064578424538333
Eastern Equatoria,Kapoeta East,SS0203,2000-12-18,2,2,0.1069762554113326,29562.91101223,0.0003618596807570038
Eastern Equatoria,Kapoeta South,SS0205,2000-12-04,1,1,0.05348397489984482,1200.20656921,0.004456230808255702
Eastern Equatoria,Lafon,SS0206,2000-09-11,1,1,0.053468456529750456,16242.17197208,0.0003291952370758158
Eastern Equatoria,Lafon,SS0206,2000-12-25,10,10,0.5341807062562524,16242.17197208,0.0032888502053450694
Eastern Equatoria,Magwi,SS0207,2000-02-28,1,1,0.05354623179581809,5200.66261461,0.001029604028636523
Jonglei,Akobo,SS0301,2000-02-28,2,2,0.10641756405446884,9024.06750885,0.001179263829200125
Jonglei,Akobo,SS0301,2000-10-30,2,2,0.106320355921628,9024.06750885,0.001178186619474627
Jonglei,Akobo,SS0301,2000-11-13,1,1,0.05316057828066463,9024.06750885,0.0005890977458726842
Jonglei,Akobo,SS0301,2000-12-25,3,3,0.15961926419917535,9024.06750885,0.0017688172660791273
Jonglei,Ayod,SS0302,2000-02-28,27,27,1.4349816416074017,13449.1465305,0.010669685532484516
Jonglei,Ayod,SS0302,2000-03-06,4,2,0.10630077628954135,13449.1465305,0.0007903904983745418
Jonglei,Ayod,SS0302,2000-03-13,70,38,2.0198872709039564,13449.1465305,0.015018702237523043
Jonglei,Ayod,SS0302,2000-03-20,1,1,0.053110013168427575,13449.1465305,0.000394895044440066
Jonglei,Ayod,SS0302,2000-03-27,66,32,1.7008614161364177,13449.1465305,0.01264661227594778
Jonglei,Ayod,SS0302,2000-04-03,94,70,3.7198596526577803,13449.1465305,0.02765870417295161
Jonglei,Ayod,SS0302,2000-04-10,11,11,0.5847639499442161,13449.1465305,0.004347963260107899
Jonglei,Ayod,SS0302,2000-04-17,2,2,0.10627255877067845,13449.1465305,0.0007901806893818381
Jonglei,Ayod,SS0302,2000-05-01,55,36,1.9137799667626496,13449.1465305,0.01422975028506512
Jonglei,Ayod,SS0302,2000-05-15,10,7,0.3721416830518437,13449.1465305,0.002767028243821272
Jonglei,Ayod,SS0302,2000-05-29,2,2,0.10628481497975036,13449.1465305,0.0007902718193955093
Jonglei,Ayod,SS0302,2000-06-05,3,3,0.15954170012703972,13449.1465305,0.0011862589181048087
Jonglei,Ayod,SS0302,2000-06-12,7,7,0.3721070512692113,13449.1465305,0.0027667707421087737
Jonglei,Ayod,SS0302,2000-06-19,42,37,1.96705499138136,13449.1465305,0.0146258722582914
Jonglei,Ayod,SS0302,2000-07-24,10,10,0.5317107493744524,13449.1465305,0.0039534906409759
Jonglei,Ayod,SS0302,2000-07-31,16,16,0.8501654743819045,13449.1465305,0.006321334015165182
Jonglei,Ayod,SS0302,2000-08-21,45,45,2.3911761166814496,13449.1465305,0.017779389281384776
Jonglei,Ayod,SS0302,2000-09-11,3,3,0.15938286531210336,13449.1465305,0.0011850779151721977
Jonglei,Ayod,SS0302,2000-09-18,13,13,0.6911440222533882,13449.1465305,0.005138943357379671
Jonglei,Ayod,SS0302,2000-10-16,39,29,1.541238311754066,13449.1465305,0.011459748083336312
Jonglei,Ayod,SS0302,2000-10-23,17,17,0.9035612668551396,13449.1465305,0.006718353947635574
Jonglei,Ayod,SS0302,2000-11-13,1,1,0.05314930961524231,13449.1465305,0.000395187229871503
Jonglei,Ayod,SS0302,2000-11-20,26,19,1.0097031986413445,13449.1465305,0.0075075633710402195
Jonglei,Ayod,SS0302,2000-11-27,67,43,2.2853683026200127,13449.1465305,0.016992664162274164
Jonglei,Ayod,SS0302,2000-12-04,67,39,2.073022103425688,13449.1465305,0.01541378182418107
Jonglei,Ayod,SS0302,2000-12-11,83,63,3.34823150177661,13449.1465305,0.024895494254475438
Jonglei,Ayod,SS0302,2000-12-18,45,26,1.3821599476166746,13449.1465305,0.010276934261086453
Jonglei,Ayod,SS0302,2000-12-25,78,46,2.444995734993885,13449.1465305,0.018179560535303254
Jonglei,Bor South,SS0303,2000-02-28,8,6,0.31996206628275964,13962.83562176,0.0022915264130455243
Jonglei,Bor South,SS0303,2000-03-06,8,5,0.266618197269662,13962.83562176,0.0019094846096602196
Jonglei,Bor South,SS0303,2000-03-27,17,13,0.6931071030779266,13962.83562176,0.004963942295487407
Jonglei,Bor South,SS0303,2000-04-17,5,5,0.26663613213002796,13962.83562176,0.0019096130567812185
Jonglei,Bor South,SS0303,2000-05-08,1,1,0.05333466990676838,13962.83562176,0.0003819759205905885
Jonglei,Bor South,SS0303,2000-05-15,3,3,0.15999488359473463,13962.83562176,0.001145862401655685
Jonglei,Bor South,SS0303,2000-05-29,1,1,0.05333488593228352,13962.83562176,0.0003819774677370349
Jonglei,Bor South,SS0303,2000-06-19,2,2,0.10666847500623965,13962.83562176,0.0007639456475445795
Jonglei,Bor South,SS0303,2000-09-11,1,1,0.05332597091718081,13962.83562176,0.0003819136195664755
Jonglei,Bor South,SS0303,2000-10-23,2,2,0.10666217131457764,13962.83562176,0.0007639005013304954
Jonglei,Bor South,SS0303,2000-10-30,2,1,0.05331582764656184,13962.83562176,0.00038184097479077424
Jonglei,Bor South,SS0303,2000-11-27,21,21,1.1188050432845766,13962.83562176,0.008012735189269187
Jonglei,Bor South,SS0303,2000-12-04,28,26,1.3860222570292777,13962.83562176,0.00992650987647
Jonglei,Bor South,SS0303,2000-12-11,3,3,0.1599864250267222,13962.83562176,0.0011458018224994049
Jonglei,Bor South,SS0303,2000-12-18,34,32,1.7052428751087039,13962.83562176,0.012212726134591276
Jonglei,Bor South,SS0303,2000-12-25,5,5,0.26638319371661645,13962.83562176,0.0019078015449918986
Jonglei,Canal/Pigi,SS0304,2000-12-11,1,1,0.052957549255208174,4438.72162496,0.0011930811105029685
Jonglei,Canal/Pigi,SS0304,2000-12-25,14,13,0.6893109737187524,4438.72162496,0.015529493218105657
Jonglei,Duk,SS0305,2000-02-28,173,104,5.530839288427247,6885.07690706,0.08033082800797607
Jonglei,Duk,SS0305,2000-03-13,2,2,0.10640882559529122,6885.07690706,0.0015454994480334555
Jonglei,Duk,SS0305,2000-03-27,12,9,0.47876035021464675,6885.07690706,0.006953594806235541
Jonglei,Duk,SS0305,2000-04-03,32,25,1.3297256361622085,6885.07690706,0.019313155889351064
Jonglei,Duk,SS0305,2000-05-01,31,15,0.7978368855517968,6885.07690706,0.011587915375842642
Jonglei,Duk,SS0305,2000-05-15,2,1,0.05318143811727967,6885.07690706,0.000772416035945032
Jonglei,Duk,SS0305,2000-06-12,2,2,0.1063618308821176,6885.07690706,0.00154481688901766
Jonglei,Duk,SS0305,2000-06-19,13,8,0.4255158238173566,6885.07690706,0.006180262465638257
Jonglei,Duk,SS0305,2000-07-10,1,1,0.0531809154410588,6885.07690706,0.00077240844450883
Jonglei,Duk,SS0305,2000-07-24,3,3,0.15954379167561814,6885.07690706,0.0023172405163988936
Jonglei,Duk,SS0305,2000-07-31,3,3,0.15954379167561814,6885.07690706,0.0023172405163988936
Jonglei,Duk,SS0305,2000-08-21,3,3,0.15959127023255645,6885.07690706,0.002317930102841852
Jonglei,Duk,SS0305,2000-09-18,4,4,0.21284876747105724,6885.07690706,0.0030914508340901875
Jonglei,Duk,SS0305,2000-10-16,5,4,0.21276224756544757,6885.07690706,0.003090194204617814
Jonglei,Duk,SS0305,2000-10-23,2,2,0.10636261493159603,6885.07690706,0.0015448282766824457
Jonglei,Duk,SS0305,2000-11-27,2,2,0.10638867887936551,6885.07690706,0.0015452068337867642
Jonglei,Duk,SS0305,2000-12-04,10,9,0.4787321182125044,6885.07690706,0.006953184759949588
Jonglei,Duk,SS0305,2000-12-11,7,7,0.3723096158559275,6885.07690706,0.005407486668364719
Jonglei,Duk,SS0305,2000-12-18,35,31,1.649557253280426,6885.07690706,0.02395844339209864
Jonglei,Duk,SS0305,2000-12-25,64,34,1.8089853428972542,6885.07690706,0.0262740034325878
Jonglei,Fangak,SS0306,2000-02-28,1,1,0.052948999271891166,7655.4865069,0.0006916477381831641
Jonglei,Fangak,SS0306,2000-03-06,10,7,0.37089862119598394,7655.4865069,0.004844873292659946
Jonglei,Fangak,SS0306,2000-03-13,2,2,0.10598892258028397,7655.4865069,0.0013844831740576467
Jonglei,Fangak,SS0306,2000-03-27,23,13,0.6887817368357555,7655.4865069,0.008997230106995116
Jonglei,Fangak,SS0306,2000-04-03,50,28,1.4834670283241995,7655.4865069,0.019377828267179747
Jonglei,Fangak,SS0306,2000-05-01,24,19,1.006540809137641,7655.4865069,0.013147966601866928
Jonglei,Fangak,SS0306,2000-06-12,1,1,0.05294836391496036,7655.4865069,0.000691639438816034
Jonglei,Fangak,SS0306,2000-07-24,5,5,0.2651914006202212,7655.4865069,0.003464069858671952
Jonglei,Fangak,SS0306,2000-07-31,2,2,0.10597259445994717,7655.4865069,0.0013842698875431696
Jonglei,Fangak,SS0306,2000-09-18,13,12,0.6352754282826536,7655.4865069,0.008298302501220147
Jonglei,Fangak,SS0306,2000-10-02,7,7,0.37082297489355487,7655.4865069,0.004843885160784058
Jonglei,Fangak,SS0306,2000-10-16,26,20,1.059318808876735,7655.4865069,0.013837380654017947
Jonglei,Fangak,SS0306,2000-10-23,4,4,0.21181989000418794,7655.4865069,0.002766903054603671
Jonglei,Fangak,SS0306,2000-10-30,1,1,0.052986608711729916,7655.4865069,0.0006921390125104698
Jonglei,Fangak,SS0306,2000-11-06,3,2,0.10590081997364229,7655.4865069,0.0013833323313703493
Jonglei,Fangak,SS0306,2000-11-13,2,2,0.10587311817748095,7655.4865069,0.0013829704759071287
Jonglei,Fangak,SS0306,2000-11-20,6,6,0.3177895228045661,7655.4865069,0.004151134255388444
Jonglei,Fangak,SS0306,2000-11-27,18,14,0.7418106644518058,7655.4865069,0.009689921911340334
Jonglei,Fangak,SS0306,2000-12-04,15,12,0.6358699887228901,7655.4865069,0.008306068963086426
Jonglei,Fangak,SS0306,2000-12-11,36,23,1.2185341582362905,7655.4865069,0.015917135470593646
Jonglei,Fangak,SS0306,2000-12-18,5,4,0.2117419696002664,7655.4865069,0.002765885217215396
Jonglei,Fangak,SS0306,2000-12-25,22,12,0.6355672339771912,7655.4865069,0.008302114221014501
Jonglei,Pibor,SS0308,2000-03-27,2,2,0.10673872077139783,33049.90811531,0.0003229622315408264
Jonglei,Pibor,SS0308,2000-07-31,162,160,8.537791890856994,33049.90811531,0.025833027617108435
Jonglei,Pibor,SS0308,2000-11-27,13,11,0.5864478466524541,33049.90811531,0.0017744310955611665
Jonglei,Pibor,SS0308,2000-12-18,2,2,0.10664722145804854,33049.90811531,0.0003226853795960946
Jonglei,Pochalla,SS0309,2000-12-04,1,1,0.05327868467285458,8261.13304575,0.0006449319285598987
Jonglei,Pochalla,SS0309,2000-12-18,12,12,0.6394143353699892,8261.13304575,0.007740031928174071
Jonglei,Pochalla,SS0309,2000-12-25,34,34,1.80957626686326,8261.13304575,0.021904698264049983
Jonglei,Twic East,SS0310,2000-02-28,12,11,0.5860801417082623,5943.90021407,0.00986019483168531
Jonglei,Twic East,SS0310,2000-03-13,2,2,0.10654539242083857,5943.90021407,0.0017925165057218067
Jonglei,Twic East,SS0310,2000-03-27,14,12,0.6393341690018789,5943.90021407,0.01075613899924649
Jonglei,Twic East,SS0310,2000-05-01,5,5,0.2662556893116299,5943.90021407,0.0044794777792764315
Jonglei,Twic East,SS0310,2000-05-15,8,7,0.37297119393396444,5943.90021407,0.006274856247604765
Jonglei,Twic East,SS0310,2000-06-19,4,4,0.21303972857818604,5943.90021407,0.0035841740423887456
Jonglei,Twic East,SS0310,2000-07-31,7,7,0.3730015334229452,5943.90021407,0.006275366678262886
Jonglei,Twic East,SS0310,2000-08-21,5,5,0.2663121136730878,5943.90021407,0.004480427061051458
Jonglei,Twic East,SS0310,2000-09-11,2,2,0.106569808856415,5943.90021407,0.001792927287106034
Jonglei,Twic East,SS0310,2000-10-16,2,2,0.10650343175300818,5943.90021407,0.0017918105606971738
Jonglei,Twic East,SS0310,2000-10-23,1,1,0.053284039170295935,5943.90021407,0.0008964490864797082
Jonglei,Twic East,SS0310,2000-11-27,27,27,1.4380398854019387,5943.90021407,0.024193540160682838
Jonglei,Twic East,SS0310,2000-12-04,41,32,1.7041075400357237,5943.90021407,0.02866985445014496
Jonglei,Twic East,SS0310,2000-12-11,6,3,0.1597769171009238,5943.90021407,0.0026880820899837896
Jonglei,Twic East,SS0310,2000-12-18,39,20,1.064904282108275,5943.90021407,0.01791591789491192
Jonglei,Twic East,SS0310,2000-12-25,1,1,0.05324260619071604,5943.90021407,0.0008957520192664696
Jonglei,Uror,SS0311,2000-04-10,2,2,0.10652121431824585,12170.86761123,0.000875214633178322
Jonglei,Uror,SS0311,2000-11-27,13,13,0.6920092049495413,12170.86761123,0.005685783684895461
Jonglei,Uror,SS0311,2000-12-04,12,12,0.6387321758200192,12170.86761123,0.005248041439795665
Jonglei,Uror,SS0311,2000-12-18,4,4,0.21278486541078462,12170.86761123,0.001748313039034695
Jonglei,Uror,SS0311,2000-12-25,5,5,0.2660360971679386,12170.86761123,0.002185843324123158
Lakes,Awerial,SS0401,2000-02-28,13,12,0.6402155460953847,4528.66080968,0.014136972782923501
Lakes,Awerial,SS0401,2000-03-06,1,1,0.05335508706581556,4528.66080968,0.0011781647888437395
Lakes,Awerial,SS0401,2000-03-27,7,7,0.37345494525949485,4528.66080968,0.008246476407798877
Lakes,Awerial,SS0401,2000-04-17,6,6,0.32010511190425217,4528.66080968,0.007068427629201736
Lakes,Awerial,SS0401,2000-05-01,7,7,0.37345494525949485,4528.66080968,0.008246476407798877
Lakes,Awerial,SS0401,2000-05-15,7,7,0.37345494525949485,4528.66080968,0.008246476407798877
Lakes,Awerial,SS0401,2000-05-29,12,6,0.3201042688889529,4528.66080968,0.007068409014089351
Lakes,Awerial,SS0401,2000-06-26,5,5,0.2667535925184109,4528.66080968,0.0058903416203798225
Lakes,Awerial,SS0401,2000-08-28,18,6,0.3201040581527528,4528.66080968,0.007068404360700435
Lakes,Awerial,SS0401,2000-09-11,6,2,0.10670135274108396,4528.66080968,0.002356134787419056
Lakes,Awerial,SS0401,2000-10-23,7,7,0.3734551559956949,4528.66080968,0.008246481061187791
Lakes,Awerial,SS0401,2000-10-30,9,6,0.3201042688889529,4528.66080968,0.007068409014089351
Lakes,Awerial,SS0401,2000-11-20,5,5,0.26676527733234456,4528.66080968,0.005890599639569705
Lakes,Awerial,SS0401,2000-11-27,14,10,0.5335230739010285,4528.66080968,0.011781034092034988
Lakes,Awerial,SS0401,2000-12-04,31,10,0.5335195021298548,4528.66080968,0.011780955221673002
Lakes,Awerial,SS0401,2000-12-18,7,7,0.37347570387289264,4528.66080968,0.008246934790845659
Lakes,Awerial,SS0401,2000-12-25,20,9,0.48015671947297894,4528.66080968,0.010602620501995763
Lakes,Yirol East,SS0407,2000-02-28,28,19,1.0122225597294232,5568.58283738,0.018177381737678713
Lakes,Yirol East,SS0407,2000-03-06,16,9,0.4794649303166905,5568.58283738,0.008610178645421341
Lakes,Yirol East,SS0407,2000-03-13,15,15,0.799127325858958,5568.58283738,0.01435064089367026
Lakes,Yirol East,SS0407,2000-03-27,61,46,2.450531986436162,5568.58283738,0.04400638471222113
Lakes,Yirol East,SS0407,2000-04-03,18,17,0.9055392117786276,5568.58283738,0.016261573872979877
Lakes,Yirol East,SS0407,2000-04-17,8,8,0.426165967882027,5568.58283738,0.00765304172223712
Lakes,Yirol East,SS0407,2000-05-01,12,11,0.5858723900721513,5568.58283738,0.010521032140159424
Lakes,Yirol East,SS0407,2000-05-15,28,21,1.118779921202155,5568.58283738,0.020090927151018862
Lakes,Yirol East,SS0407,2000-06-19,8,8,0.42616371085151106,5568.58283738,0.007653001190730598
Lakes,Yirol East,SS0407,2000-07-31,4,4,0.21306679185757504,5568.58283738,0.0038262300854596297
Lakes,Yirol East,SS0407,2000-08-21,12,12,0.6393253316067306,5568.58283738,0.011480934203136162
Lakes,Yirol East,SS0407,2000-08-28,2,2,0.10655736911735522,5568.58283738,0.0019135455506214597
Lakes,Yirol East,SS0407,2000-09-11,33,21,1.1187493861527913,5568.58283738,0.020090378805950552
Lakes,Yirol East,SS0407,2000-09-25,4,4,0.21311777431658246,5568.58283738,0.003827145622868272
Lakes,Yirol East,SS0407,2000-10-16,8,8,0.4260947149567181,5568.58283738,0.007651762170017287
Lakes,Yirol East,SS0407,2000-10-23,1,1,0.05327046508388987,5568.58283738,0.000956625170883755
Lakes,Yirol East,SS0407,2000-11-13,1,1,0.05326975654224049,5568.58283738,0.0009566124469705069
Lakes,Yirol East,SS0407,2000-11-20,3,3,0.15980335495013126,5568.58283738,0.002869731125797856
Lakes,Yirol East,SS0407,2000-11-27,41,22,1.171977141831811,5568.58283738,0.021046237006024725
Lakes,Yirol East,SS0407,2000-12-04,44,23,1.2251676832067433,5568.58283738,0.022001426915706633
Lakes,Yirol East,SS0407,2000-12-11,1,1,0.05327915180479474,5568.58283738,0.0009567811660652678
Lakes,Yirol East,SS0407,2000-12-18,37,17,0.9055663773992647,5568.58283738,0.016262061710216578
Lakes,Yirol East,SS0407,2000-12-25,6,6,0.3196145032483695,5568.58283738,0.005739602203686479
Lakes,Yirol West,SS0408,2000-09-18,2,2,0.10662631416846823,4858.70414626,0.0021945422268722435
Lakes,Yirol West,SS0408,2000-10-30,4,3,0.15993947125270233,4858.70414626,0.003291813340308365
Lakes,Yirol West,SS0408,2000-11-27,2,1,0.05332377858077125,4858.70414626,0.0010974897210363666
Lakes,Yirol West,SS0408,2000-12-04,1,1,0.05332377858077125,4858.70414626,0.0010974897210363666
Lakes,Yirol West,SS0408,2000-12-18,2,2,0.10667122965452827,4858.70414626,0.002195466660315976
Lakes,Yirol West,SS0408,2000-12-25,11,11,0.5866306267510228,4858.70414626,0.012073808346667563
Northern Bahr el Ghazal,Aweil Centre,SS0501,2000-10-16,53,27,1.4324951025535475,11156.74765446,0.012839719485641464
Northern Bahr el Ghazal,Aweil Centre,SS0501,2000-10-23,38,38,2.015926993024907,11156.74765446,0.018069127809115803
Northern Bahr el Ghazal,Aweil Centre,SS0501,2000-10-30,152,83,4.402623148984815,11156.74765446,0.039461528443056886
Northern Bahr el Ghazal,Aweil East,SS0502,2000-10-30,28,14,0.7422111723705037,6367.53388429,0.011656179391548891
Northern Bahr el Ghazal,Aweil South,SS0504,2000-11-20,5,5,0.26521069560812843,1976.88285788,0.013415599945691225
Northern Bahr el Ghazal,Aweil West,SS0505,2000-10-30,6,3,0.1590333585741369,5007.85168383,0.0031756802839757493
Unity,Koch,SS0603,2000-03-13,2,1,0.053051174792071845,4396.58759553,0.0012066443267503381
Unity,Koch,SS0603,2000-03-27,13,8,0.4243983720660668,4396.58759553,0.009652903822445198
Unity,Koch,SS0603,2000-04-03,18,16,0.8488646212560051,4396.58759553,0.019307351504131154
Unity,Koch,SS0603,2000-09-11,1,1,0.05305176306028942,4396.58759553,0.0012066577068594521
Unity,Koch,SS0603,2000-09-18,1,1,0.05304999741390803,4396.58759553,0.0012066175473870653
Unity,Koch,SS0603,2000-10-23,3,3,0.15914615808558394,4396.58759553,0.0036197654346154153
Unity,Koch,SS0603,2000-10-30,1,1,0.05304793423442838,4396.58759553,0.0012065706205504033
Unity,Koch,SS0603,2000-11-06,5,3,0.15915292881353513,4396.58759553,0.0036199194342299815
Unity,Koch,SS0603,2000-11-20,11,8,0.4244026107155538,4396.58759553,0.009653000230156744
Unity,Koch,SS0603,2000-11-27,6,5,0.26524261454213666,4396.58759553,0.006032920049444897
Unity,Koch,SS0603,2000-12-04,1,1,0.05304763929115732,4396.58759553,0.0012065639120915214
Unity,Koch,SS0603,2000-12-11,15,9,0.47745643694962886,4396.58759553,0.01085970486372335
Unity,Koch,SS0603,2000-12-18,15,15,0.7956938760911153,4396.58759553,0.0180979875597178
Unity,Koch,SS0603,2000-12-25,21,12,0.6366096539676901,4396.58759553,0.014479630853140048
Unity,Leer,SS0604,2000-03-06,1,1,0.05309480051802921,1610.94149249,0.003295886335136954
Unity,Leer,SS0604,2000-12-11,3,2,0.10618874983917947,1610.94149249,0.006591719831801319
Unity,Mayendit,SS0605,2000-04-03,3,3,0.1593339467586833,3061.32097606,0.005204744879896594
Unity,Mayendit,SS0605,2000-05-01,5,3,0.15932864016477044,3061.32097606,0.005204571536625688
Unity,Mayendit,SS0605,2000-09-11,1,1,0.05310945339256949,3061.32097606,0.0017348541302233112
Unity,Mayendit,SS0605,2000-10-16,22,11,0.5842059467488288,3061.32097606,0.01908345943850413
Unity,Mayendit,SS0605,2000-10-23,5,3,0.1593297597164866,3061.32097606,0.005204608107495744
Unity,Mayendit,SS0605,2000-10-30,2,2,0.10621918677220095,3061.32097606,0.0034697174064023764
Unity,Mayendit,SS0605,2000-11-20,16,10,0.5315469177243309,3061.32097606,0.0173633187072218
Unity,Mayendit,SS0605,2000-11-27,2,2,0.10621918677220095,3061.32097606,0.0034697174064023764
Unity,Mayendit,SS0605,2000-12-11,8,6,0.31867180850731364,3061.32097606,0.010409617645433985
Unity,Mayendit,SS0605,2000-12-25,2,2,0.10621918677220095,3061.32097606,0.0034697174064023764
Unity,Mayom,SS0606,2000-03-13,6,6,0.318108466946894,4260.41752675,0.007466603095813442
Unity,Mayom,SS0606,2000-03-27,4,2,0.10603828424436401,4260.41752675,0.002488917660735797
Unity,Mayom,SS0606,2000-09-11,1,1,0.05304468519035104,4260.41752675,0.001245058374145208
Unity,Mayom,SS0606,2000-10-16,2,2,0.10608759463496953,4260.41752675,0.002490075068203396
Unity,Mayom,SS0606,2000-10-23,3,3,0.1591310840026976,4260.41752675,0.0037351053741460057
Unity,Mayom,SS0606,2000-10-30,5,4,0.21218021882886196,4260.41752675,0.004980268189599732
Unity,Mayom,SS0606,2000-11-06,1,1,0.053043797700744126,4260.41752675,0.0012450375430975151
Unity,Mayom,SS0606,2000-11-20,12,9,0.47739354582563165,4260.41752675,0.011205323018887414
Unity,Mayom,SS0606,2000-11-27,10,8,0.4243518565323308,4260.41752675,0.009960334964071976
Unity,Mayom,SS0606,2000-12-04,5,5,0.26522194492890727,4260.41752675,0.006225257108338583
Unity,Mayom,SS0606,2000-12-11,9,7,0.3713116104630668,4260.41752675,0.008715380784434915
Unity,Mayom,SS0606,2000-12-18,16,16,0.8487019455190246,4260.41752675,0.01992062844052857
Unity,Mayom,SS0606,2000-12-25,295,114,6.0443236246842345,4260.41752675,0.14187162611958978
Unity,Panyijiar,SS0607,2000-03-13,2,2,0.10642304265359342,5324.97317487,0.001998564859553336
Unity,Panyijiar,SS0607,2000-03-27,65,38,2.0218397797046337,5324.97317487,0.03796901342613793
Unity,Panyijiar,SS0607,2000-04-03,62,52,2.766231274953435,5324.97317487,0.051948266857155916
Unity,Panyijiar,SS0607,2000-04-10,5,5,0.2659068945218192,5324.97317487,0.004993581860218683
Unity,Panyijiar,SS0607,2000-04-17,9,9,0.4789551871384048,5324.97317487,0.008994508918819064
Unity,Panyijiar,SS0607,2000-05-01,32,26,1.382797751344099,5324.97317487,0.02596816370587365
Unity,Panyijiar,SS0607,2000-05-08,1,1,0.05316802184655884,5324.97317487,0.0009984655340138282
Unity,Panyijiar,SS0607,2000-05-15,2,2,0.10643188524035768,5324.97317487,0.001998730918357275
Unity,Panyijiar,SS0607,2000-06-12,1,1,0.05314660837262587,5324.97317487,0.0009980634010221725
Unity,Panyijiar,SS0607,2000-06-19,3,2,0.10629348718569007,5324.97317487,0.001996131880763607
Unity,Panyijiar,SS0607,2000-07-24,1,1,0.053188985435407225,5324.97317487,0.000998859218416734
Unity,Panyijiar,SS0607,2000-07-31,7,7,0.3720362434903716,5324.97317487,0.006986631317620755
Unity,Panyijiar,SS0607,2000-08-21,1,1,0.05321354770196924,5324.97317487,0.0009993204839622194
Unity,Panyijiar,SS0607,2000-08-28,3,3,0.1594419875172906,5324.97317487,0.0029942308117107672
Unity,Panyijiar,SS0607,2000-09-11,4,4,0.21266411984797776,5324.97317487,0.003993712510169962
Unity,Panyijiar,SS0607,2000-09-18,1,1,0.053153617048970044,5324.97317487,0.0009981950200203158
Unity,Panyijiar,SS0607,2000-10-02,3,2,0.10642860962791889,5324.97317487,0.0019986694041987767
Unity,Panyijiar,SS0607,2000-10-16,11,6,0.3192406191226102,5324.97317487,0.005995159198720357
Unity,Panyijiar,SS0607,2000-10-23,2,2,0.10629483778033072,5324.97317487,0.0019961572441710134
Unity,Panyijiar,SS0607,2000-11-27,3,3,0.15955233005653222,5324.97317487,0.0029963029825108446
Unity,Panyijiar,SS0607,2000-12-04,8,6,0.3192604997634692,5324.97317487,0.005995532545969368
Unity,Panyijiar,SS0607,2000-12-11,23,14,0.7442414074470264,5324.97317487,0.013976434866551151
Unity,Panyijiar,SS0607,2000-12-18,10,10,0.5316699547389815,5324.97317487,0.009984462593127736
Unity,Panyijiar,SS0607,2000-12-25,15,12,0.6381802734646023,5324.97317487,0.011984666448205767
Unity,Pariang,SS0608,2000-02-28,10,10,0.5292607866552537,8978.79429891,0.005894564114465842
Unity,Pariang,SS0608,2000-03-06,1,1,0.05293078151458417,8978.79429891,0.0005895087887358085
Unity,Pariang,SS0608,2000-03-13,12,9,0.4763406400347144,8978.79429891,0.005305173770297208
Unity,Pariang,SS0608,2000-03-27,16,9,0.47635094603684425,8978.79429891,0.005305288551879086
Unity,Pariang,SS0608,2000-04-03,17,13,0.6880553956177107,8978.79429891,0.00766311570030331
Unity,Pariang,SS0608,2000-04-17,8,8,0.4234249977608766,8978.79429891,0.004715833592627011
Unity,Pariang,SS0608,2000-05-01,16,10,0.5292769041023522,8978.79429891,0.005894743620160726
Unity,Pariang,SS0608,2000-06-12,7,5,0.2646329719701576,8978.79429891,0.0029473107764845814
Unity,Pariang,SS0608,2000-10-02,12,7,0.3704887432334311,8978.79429891,0.004126263849015981
Unity,Pariang,SS0608,2000-10-23,3,3,0.15878204046090982,8978.79429891,0.001768411606001326
Unity,Pariang,SS0608,2000-10-30,2,2,0.1058576988144504,8978.79429891,0.0011789745403489333
Unity,Pariang,SS0608,2000-11-06,2,2,0.10585318980190614,8978.79429891,0.0011789243218853608
Unity,Pariang,SS0608,2000-11-13,2,2,0.10585480139195223,8978.79429891,0.0011789422707323043
Unity,Pariang,SS0608,2000-11-20,3,3,0.15878365227621705,8978.79429891,0.0017684295573570823
Unity,Pariang,SS0608,2000-11-27,9,8,0.4234192024890352,8978.79429891,0.004715769048639828
Unity,Pariang,SS0608,2000-12-04,19,12,0.6350740055516197,8978.79429891,0.007073043266273691
